college_code,department,Unnamed: 0,seat_no,elective,result,c1,c2,c3,c4,c1_th,c1_tw,c1_or,c1_in,c2_th,c2_tw,c2_in,c3_th,c3_tw,c3_or,c3_in,c4_th,c4_tw,c4_in,sem_1,sem_2,sem_3,sem_4,sem_5,sem_6,sem_7,sem_8,cgpi
438:KGSCE,INFORMATION TECHNOLOGY ENGINEERING,32455,12182349,ITC8046:SOFTWARE,P,ITC801,ITC802,ITC803,ELECTIVEII,32.0,19.0,18.0,6.0,32.0,18.0,8.0,32.0,17.0,16.0,8.0,32.0,10.0,8.0,['Diploma'],['Diploma'],4.96,4.43,5.38,5.28,5.85,6.73,5.65
438:KGSCE,INSTRUMENTATION ENGINEERING,57853,13181414,ISE8041:NUCLEAR,P,ISC801,ISC802,ISC803,ELECTIVEII,32.0,12.0,15.0,8.0,32.0,16.0,14.0,36.0,20.0,20.0,12.0,34.0,18.0,9.0,['Diploma'],['Diploma'],5.7,5.04,5.82,5.36,6.18,6.77,6.08
438:KGSCE,MECHANICAL,3004,14182130,MEE8022:RENEWABLE,P,MEC801,MEC802,MEC803,ELECTIVEII,25.0,0.0,11.0,8.0,20.0,15.0,9.0,21.0,11.0,15.0,8.0,21.0,12.0,11.0,['Diploma'],['Diploma'],5.38,4.93,4.63,4.46,5.93,6.76,5.73
442:LTCE,COMPUTER ENGINEERING,25712,7183109,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,32.0,13.0,14.0,4.0,33.0,15.0,9.0,32.0,13.0,14.0,8.0,32.0,15.0,8.0,['Diploma'],['Diploma'],4.39,4.71,5.0,4.33,5.92,6.63,5.33
442:LTCE,ELECTRICAL ENGINEERING,446,8181421,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,32.0,10.0,0.0,8.0,32.0,10.0,7.0,32.0,10.0,0.0,8.0,32.0,13.0,5.0,['Diploma'],['Diploma'],5.26,4.79,5.42,5.11,5.26,6.15,5.44
442:LTCE,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,30013,10182782,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,32.0,20.0,20.0,10.0,32.0,20.0,10.0,26.0,0.0,19.0,9.0,23.0,19.0,8.0,['Diploma'],['Diploma'],4.58,4.61,5.07,4.64,5.52,6.77,5.48
442:LTCE,ELECTRONICS ENGINEERING,11123,11182069,EXC8041:ROBOTICS,P,EXC801,EXC802,EXC803,ELECTIVEII,32.0,12.0,15.0,9.0,32.0,14.0,8.0,32.0,12.0,1.0,3.0,32.0,14.0,9.0,['Diploma'],['Diploma'],4.73,5.14,5.0,5.41,5.19,5.58,5.35
442:LTCE,MECHANICAL,3158,14182286,MEE8022:RENEWABLE,P,MEC801,MEC802,MEC803,ELECTIVEII,25.0,0.0,10.0,8.0,19.0,11.0,8.0,20.0,0.0,13.0,9.0,15.0,10.0,9.0,['Diploma'],['Diploma'],5.29,4.57,4.48,4.5,5.22,6.6,5.42
443:FAMT,ELECTRICAL ENGINEERING,529,8181490,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,32.0,19.0,0.0,12.0,32.0,19.0,16.0,32.0,14.0,0.0,11.0,32.0,17.0,12.0,['Diploma'],['Diploma'],5.59,5.86,6.69,6.04,6.59,6.92,6.83
443:FAMT,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,30133,10182902,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,35.0,17.0,15.0,9.0,39.0,17.0,13.0,35.0,16.0,15.0,8.0,32.0,17.0,8.0,['Diploma'],['Diploma'],6.08,5.21,5.81,5.39,5.96,6.54,6.1
443:FAMT,ELECTRONICS ENGINEERING,11180,11182094,EXC8042:MOBILE,P,EXC801,EXC802,EXC803,ELECTIVEII,33.0,17.0,17.0,10.0,36.0,15.0,9.0,32.0,13.0,17.0,13.0,32.0,19.0,11.0,['Diploma'],['Diploma'],5.31,4.46,5.0,4.67,6.3,6.75,5.58
443:FAMT,INFORMATION TECHNOLOGY ENGINEERING,32495,12182389,ITC8041:ENTERPRISE,P,ITC801,ITC802,ITC803,ELECTIVEII,32.0,14.0,12.0,8.0,26.0,0.0,8.0,21.0,14.0,15.0,8.0,19.0,14.0,10.0,['Diploma'],['Diploma'],4.46,4.89,5.54,4.92,5.67,6.42,5.66
443:FAMT,MECHANICAL,3472,14182572,MEE8022:RENEWABLE,P,MEC801,MEC802,MEC803,ELECTIVEII,32.0,15.0,13.0,10.0,35.0,14.0,11.0,32.0,14.0,13.0,8.0,35.0,10.0,9.0,['Diploma'],['Diploma'],6.42,6.07,5.81,5.78,6.19,6.72,6.39
461:SSJCE,COMPUTER ENGINEERING,25857,7183253,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,35.0,17.0,15.0,9.0,36.0,12.0,9.0,32.0,19.0,18.0,9.0,32.0,16.0,8.0,['Diploma'],['Diploma'],4.66,4.73,4.64,4.54,6.36,6.11,5.62
461:SSJCE,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,30216,10182984,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,32.0,19.0,18.0,9.0,32.0,18.0,9.0,32.0,17.0,17.0,11.0,32.0,17.0,11.0,['Diploma'],['Diploma'],4.92,4.79,5.15,4.68,5.85,6.69,5.74
461:SSJCE,INFORMATION TECHNOLOGY ENGINEERING,32582,12182476,ITC8046:SOFTWARE,P,ITC801,ITC802,ITC803,ELECTIVEII,32.0,20.0,18.0,9.0,32.0,20.0,10.0,32.0,19.0,20.0,9.0,32.0,20.0,11.0,['Diploma'],['Diploma'],5.25,5.04,5.44,5.16,6.3,6.77,5.87
461:SSJCE,MECHANICAL,3624,14182719,MEE8022:RENEWABLE,P,MEC801,MEC802,MEC803,ELECTIVEII,32.0,19.0,16.0,8.0,32.0,17.0,9.0,32.0,14.0,17.0,8.0,32.0,20.0,8.0,['Diploma'],['Diploma'],4.8,4.79,5.56,5.18,5.74,6.88,5.66
466:VCET,CIVIL,12490,6181544,CEE80415:INDUSTRIAL,P,CEC801,CEC802,CEC803,ELECTIVEII,32.0,20.0,19.0,13.0,42.0,18.0,15.0,33.0,18.0,18.0,12.0,35.0,16.0,12.0,['Diploma'],['Diploma'],5.81,6.31,6.52,6.07,6.93,7.29,6.9
466:VCET,COMPUTER ENGINEERING,25971,7183367,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,40.0,19.0,17.0,8.0,33.0,17.0,12.0,33.0,19.0,19.0,10.0,26.0,0.0,9.0,['Diploma'],['Diploma'],4.93,5.04,5.54,5.71,6.12,6.93,5.92
466:VCET,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,30292,10183060,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,42.0,12.0,16.0,8.0,34.0,12.0,8.0,42.0,12.0,12.0,8.0,40.0,11.0,8.0,['Diploma'],['Diploma'],5.46,4.68,5.96,5.32,6.37,6.92,5.92
466:VCET,INFORMATION TECHNOLOGY ENGINEERING,32645,12182539,ITC8041:ENTERPRISE,P,ITC801,ITC802,ITC803,ELECTIVEII,32.0,15.0,12.0,8.0,32.0,12.0,8.0,32.0,15.0,12.0,8.0,32.0,15.0,10.0,['Diploma'],['Diploma'],5.04,4.79,5.46,5.44,6.07,6.04,5.61
466:VCET,INSTRUMENTATION ENGINEERING,57877,13181438,ISE8041:NUCLEAR,P,ISC801,ISC802,ISC803,ELECTIVEII,32.0,16.0,15.0,8.0,33.0,15.0,8.0,33.0,15.0,14.0,8.0,32.0,15.0,8.0,['Diploma'],['Diploma'],4.78,4.41,4.79,4.75,5.46,5.46,5.27
466:VCET,MECHANICAL,3701,14182798,MEE8022:RENEWABLE,P,MEC801,MEC802,MEC803,ELECTIVEII,32.0,13.0,15.0,8.0,34.0,15.0,8.0,32.0,11.0,10.0,8.0,32.0,15.0,9.0,['Diploma'],['Diploma'],4.91,4.34,5.07,4.64,5.11,5.92,5.53
522:RIZVI,CIVIL,12566,6181615,CEE80415:INDUSTRIAL,P,CEC801,CEC802,CEC803,ELECTIVEII,27.0,0.0,11.0,8.0,19.0,17.0,10.0,21.0,0.0,10.0,8.0,18.0,15.0,8.0,['Diploma'],['Diploma'],4.96,4.75,4.68,4.75,5.33,5.42,5.12
522:RIZVI,COMPUTER ENGINEERING,26051,7183447,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,32.0,12.0,13.0,11.0,35.0,18.0,11.0,25.0,0.0,18.0,9.0,23.0,15.0,13.0,['Diploma'],['Diploma'],4.5,4.46,4.8,5.75,5.48,6.59,5.71
522:RIZVI,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,30370,10183138,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,32.0,12.0,14.0,12.0,32.0,15.0,12.0,32.0,14.0,14.0,8.0,32.0,14.0,14.0,['Diploma'],['Diploma'],5.08,4.68,5.41,5.61,5.78,6.73,5.95
522:RIZVI,ELECTRONICS ENGINEERING,27506,11182143,EXC8042:MOBILE,P,EXC801,EXC802,EXC803,ELECTIVEII,32.0,20.0,18.0,11.0,29.0,3.0,16.0,23.0,20.0,19.0,12.0,21.0,20.0,13.0,['Diploma'],['Diploma'],4.62,4.25,4.61,5.0,5.41,6.71,5.32
522:RIZVI,MECHANICAL,3836,14182942,MEE8022:RENEWABLE,P,MEC801,MEC802,MEC803,ELECTIVEII,32.0,15.0,16.0,9.0,38.0,15.0,14.0,37.0,17.0,13.0,10.0,32.0,20.0,14.0,['Diploma'],['Diploma'],5.83,5.79,5.81,6.0,6.37,7.12,6.28
523:RMCET,AUTOMOBILE ENGINEERING,1571,39280080,AEE8022:VEHICLE,P,AEC801,AEC802,AEC803,ELECTIVEII,35.0,12.0,14.0,11.0,34.0,14.0,9.0,35.0,14.0,15.0,8.0,32.0,18.0,8.0,['Diploma'],['Diploma'],5.38,5.29,5.3,5.07,6.0,6.44,5.85
523:RMCET,COMPUTER ENGINEERING,26122,7183518,CPE8035:BIG,P,CPC801,CPC802,CPC803,ELECTIVEIII,26.0,0.0,16.0,8.0,17.0,12.0,9.0,14.0,19.0,15.0,11.0,22.0,17.0,10.0,['Diploma'],['Diploma'],5.18,4.86,5.5,5.38,5.76,6.44,5.73
523:RMCET,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,30436,10183204,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,32.0,14.0,14.0,8.0,34.0,18.0,9.0,33.0,20.0,15.0,8.0,32.0,17.0,8.0,['Diploma'],['Diploma'],4.88,4.61,5.63,5.32,5.48,6.38,5.7
523:RMCET,MECHANICAL,3917,14183024,MEE8022:RENEWABLE,P,MEC801,MEC802,MEC803,ELECTIVEII,32.0,16.0,13.0,8.0,33.0,17.0,10.0,32.0,17.0,13.0,8.0,36.0,17.0,9.0,['Diploma'],['Diploma'],5.67,5.43,5.26,5.46,5.96,6.36,5.84
524:MCTCE,COMPUTER ENGINEERING,26158,7183554,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,40.0,10.0,14.0,10.0,40.0,15.0,13.0,32.0,13.0,15.0,8.0,32.0,13.0,8.0,['Diploma'],['Diploma'],5.04,4.61,5.29,5.62,5.92,6.44,5.63
524:MCTCE,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,30511,10183279,ETE801:SPEECH,P,ETC801,ETC802,ETC803,ELECTIVEII,35.0,10.0,14.0,6.0,33.0,14.0,2.0,38.0,18.0,15.0,8.0,32.0,13.0,8.0,['Diploma'],['Diploma'],4.85,4.64,5.37,5.5,5.81,6.58,5.8
524:MCTCE,INFORMATION TECHNOLOGY ENGINEERING,32696,12182590,ITC8045:SOFT,P,ITC801,ITC802,ITC803,ELECTIVEII,32.0,19.0,18.0,13.0,34.0,17.0,11.0,32.0,18.0,1.0,7.0,28.0,0.0,10.0,['Diploma'],['Diploma'],4.71,5.14,5.65,4.76,5.41,6.73,5.91
524:MCTCE,INSTRUMENTATION ENGINEERING,57948,13181509,ISE8041:NUCLEAR,P,ISC801,ISC802,ISC803,ELECTIVEII,32.0,15.0,15.0,8.0,32.0,15.0,9.0,32.0,13.0,17.0,8.0,28.0,14.0,8.0,['Diploma'],['Diploma'],4.52,4.48,5.11,4.93,5.5,6.31,5.51
524:MCTCE,MECHANICAL,3997,14183096,MEE8022:RENEWABLE,P,MEC801,MEC802,MEC803,ELECTIVEII,32.0,18.0,16.0,10.0,33.0,14.0,10.0,34.0,16.0,16.0,9.0,35.0,16.0,8.0,['Diploma'],['Diploma'],5.88,5.61,5.63,6.0,6.52,6.84,6.23
531:SFIT,COMPUTER ENGINEERING,17809,7183713,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,32.0,14.0,14.0,8.0,36.0,15.0,11.0,32.0,16.0,18.0,9.0,32.0,17.0,10.0,['Diploma'],['Diploma'],4.54,4.61,4.75,5.0,6.52,6.44,5.52
531:SFIT,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,30648,10183416,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,33.0,17.0,17.0,11.0,32.0,20.0,12.0,32.0,18.0,14.0,8.0,25.0,0.0,8.0,['Diploma'],['Diploma'],5.19,5.14,5.41,4.89,6.04,6.42,5.72
531:SFIT,INFORMATION TECHNOLOGY ENGINEERING,32787,12182681,ITC8045:SOFT,P,ITC801,ITC802,ITC803,ELECTIVEII,25.0,0.0,19.0,10.0,20.0,17.0,10.0,16.0,12.0,15.0,8.0,19.0,17.0,8.0,['Diploma'],['Diploma'],4.86,4.5,5.23,5.12,5.44,6.08,5.53
532:ACE,COMPUTER ENGINEERING,17931,7183897,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,34.0,19.0,18.0,8.0,32.0,17.0,9.0,32.0,17.0,18.0,8.0,32.0,17.0,8.0,['Diploma'],['Diploma'],5.5,4.96,5.88,6.17,5.96,6.19,6.0
532:ACE,ELECTRICAL ENGINEERING,598,8181567,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,32.0,18.0,0.0,10.0,32.0,18.0,8.0,32.0,18.0,0.0,9.0,32.0,18.0,8.0,['Diploma'],['Diploma'],5.96,5.57,5.38,5.07,5.96,6.65,5.94
532:ACE,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,30798,10183566,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,34.0,16.0,16.0,9.0,35.0,15.0,8.0,32.0,15.0,17.0,8.0,32.0,17.0,9.0,['Diploma'],['Diploma'],5.38,4.82,5.51,4.33,5.22,6.08,5.45
532:ACE,ELECTRONICS ENGINEERING,11280,11182219,EXC8042:MOBILE,P,EXC801,EXC802,EXC803,ELECTIVEII,32.0,17.0,15.0,9.0,38.0,17.0,8.0,32.0,17.0,16.0,10.0,32.0,17.0,8.0,['Diploma'],['Diploma'],5.35,4.57,5.14,4.63,5.44,6.04,5.48
532:ACE,INFORMATION TECHNOLOGY ENGINEERING,32946,12182840,ITC8046:SOFTWARE,P,ITC801,ITC802,ITC803,ELECTIVEII,32.0,16.0,16.0,8.0,32.0,17.0,8.0,32.0,15.0,15.0,8.0,28.0,0.0,8.0,['Diploma'],['Diploma'],4.39,4.82,5.62,4.88,5.59,6.27,5.36
533:SSPM,COMPUTER ENGINEERING,18032,7183998,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,32.0,15.0,18.0,8.0,39.0,16.0,9.0,32.0,17.0,16.0,9.0,33.0,16.0,9.0,['Diploma'],['Diploma'],4.68,5.0,5.83,5.54,6.36,6.59,5.76
533:SSPM,ELECTRICAL ENGINEERING,671,8181643,EEE801:FLEXIBLE,P,EEC801,EEC802,EEC803,ELECTIVEII,32.0,19.0,0.0,10.0,26.0,13.0,9.0,32.0,17.0,0.0,10.0,32.0,19.0,8.0,['Diploma'],['Diploma'],5.33,4.86,5.23,4.93,5.41,6.35,5.75
533:SSPM,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,30943,10183711,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,32.0,19.0,18.0,11.0,35.0,16.0,10.0,32.0,18.0,15.0,14.0,32.0,21.0,17.0,['Diploma'],['Diploma'],4.88,4.86,4.93,4.79,6.04,6.65,5.55
533:SSPM,MECHANICAL,4144,14183241,MEE8026:AUTOMOBILE,P,MEC801,MEC802,MEC803,ELECTIVEII,32.0,15.0,11.0,10.0,32.0,13.0,8.0,32.0,15.0,18.0,10.0,35.0,15.0,9.0,['Diploma'],['Diploma'],5.71,4.82,5.15,5.04,5.07,6.28,5.44
534:VIT,COMPUTER ENGINEERING,18105,7184071,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,32.0,10.0,10.0,8.0,32.0,10.0,9.0,32.0,10.0,12.0,8.0,32.0,10.0,8.0,['Diploma'],['Diploma'],5.07,5.0,5.5,5.11,5.52,5.22,5.57
534:VIT,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,7897,10183773,ETE802:TELECOM,P,ETC801,ETC802,ETC803,ELECTIVEII,32.0,13.0,16.0,10.0,32.0,11.0,8.0,26.0,0.0,13.0,8.0,18.0,12.0,8.0,['Diploma'],['Diploma'],5.04,4.96,5.15,4.93,5.56,6.31,5.52
534:VIT,ELECTRONICS ENGINEERING,11340,11182273,EXC8041:ROBOTICS,P,EXC801,EXC802,EXC803,ELECTIVEII,25.0,0.0,10.0,9.0,19.0,11.0,8.0,22.0,0.0,15.0,9.0,13.0,0.0,8.0,['Diploma'],['Diploma'],5.04,4.68,4.86,4.74,5.11,5.33,5.39
534:VIT,INFORMATION TECHNOLOGY ENGINEERING,33098,12182992,ITC8045:SOFT,P,ITC801,ITC802,ITC803,ELECTIVEII,32.0,11.0,10.0,9.0,25.0,0.0,9.0,18.0,10.0,10.0,9.0,19.0,11.0,8.0,['Diploma'],['Diploma'],5.07,4.27,4.73,4.68,5.81,5.46,5.57
537:TCET,CIVIL,12718,6181767,CEE80415:INDUSTRIAL,P,CEC801,CEC802,CEC803,ELECTIVEII,32.0,19.0,19.0,10.0,32.0,18.0,12.0,33.0,14.0,19.0,10.0,36.0,10.0,10.0,['Diploma'],['Diploma'],5.26,4.9,4.76,5.21,5.44,6.54,5.58
537:TCET,COMPUTER ENGINEERING,18343,7184309,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,37.0,12.0,14.0,9.0,45.0,15.0,9.0,27.0,0.0,15.0,8.0,21.0,14.0,9.0,['Diploma'],['Diploma'],4.64,5.0,5.79,5.83,6.28,6.44,6.25
537:TCET,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,8118,10183994,ETE801:SPEECH,P,ETC801,ETC802,ETC803,ELECTIVEII,33.0,13.0,15.0,9.0,37.0,15.0,8.0,26.0,0.0,11.0,8.0,13.0,11.0,11.0,['Diploma'],['Diploma'],5.23,4.82,4.89,4.64,5.26,5.73,5.46
537:TCET,ELECTRONICS ENGINEERING,11549,11182483,EXC8041:ROBOTICS,P,EXC801,EXC802,EXC803,ELECTIVEII,32.0,12.0,10.0,8.0,32.0,12.0,8.0,32.0,15.0,14.0,8.0,28.0,0.0,8.0,['Diploma'],['Diploma'],5.08,4.64,5.39,5.0,5.07,5.38,5.38
537:TCET,INFORMATION TECHNOLOGY ENGINEERING,33314,12183208,ITC8041:ENTERPRISE,P,ITC801,ITC802,ITC803,ELECTIVEII,36.0,12.0,15.0,8.0,32.0,14.0,10.0,32.0,16.0,16.0,9.0,35.0,14.0,13.0,['Diploma'],['Diploma'],5.43,4.61,4.96,4.96,6.33,6.69,5.5
537:TCET,MECHANICAL,4232,14183330,MEE80210:WORLD,P,MEC801,MEC802,MEC803,ELECTIVEII,26.0,0.0,13.0,10.0,17.0,12.0,11.0,15.0,12.0,15.0,8.0,19.0,12.0,11.0,['Diploma'],['Diploma'],5.38,5.57,5.44,5.18,6.37,6.72,5.85
55:CRCE,COMPUTER ENGINEERING,23748,7181146,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,44.0,11.0,12.0,8.0,38.0,11.0,10.0,32.0,11.0,16.0,9.0,34.0,10.0,10.0,['Diploma'],['Diploma'],5.46,5.62,5.67,5.92,5.96,7.04,6.43
55:CRCE,ELECTRONICS ENGINEERING,10086,11181053,EXC8041:ROBOTICS,P,EXC801,EXC802,EXC803,ELECTIVEII,32.0,18.0,10.0,9.0,34.0,15.0,8.0,33.0,14.0,12.0,8.0,25.0,0.0,8.0,['Diploma'],['Diploma'],4.88,4.68,5.39,5.33,5.56,5.54,5.45
55:CRCE,INFORMATION TECHNOLOGY ENGINEERING,31257,12181151,ITC8041:ENTERPRISE,P,ITC801,ITC802,ITC803,ELECTIVEII,33.0,18.0,16.0,8.0,32.0,13.0,8.0,32.0,19.0,19.0,10.0,37.0,18.0,10.0,['Diploma'],['Diploma'],4.71,4.71,5.31,5.2,5.56,6.12,5.63
561:PIITE,AUTOMOBILE ENGINEERING,1646,39280155,AEE8022:VEHICLE,P,AEC801,AEC802,AEC803,ELECTIVEII,33.0,18.0,18.0,9.0,35.0,18.0,9.0,39.0,19.0,19.0,9.0,32.0,18.0,10.0,['Diploma'],['Diploma'],5.29,4.93,5.44,5.04,5.73,7.08,5.85
561:PIITE,COMPUTER ENGINEERING,18494,7184460,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,35.0,19.0,18.0,8.0,34.0,15.0,9.0,32.0,19.0,19.0,10.0,32.0,16.0,8.0,['Diploma'],['Diploma'],4.46,4.68,5.54,5.71,6.32,7.3,5.88
561:PIITE,ELECTRONICS AND TELECOMMUNICATION ENGINEERING,8275,10184151,ETE801:SPEECH,P,ETC801,ETC802,ETC803,ELECTIVEII,34.0,14.0,14.0,9.0,32.0,16.0,9.0,25.0,0.0,14.0,8.0,20.0,0.0,12.0,['Diploma'],['Diploma'],5.04,4.5,4.78,4.89,5.93,6.42,5.57
561:PIITE,ELECTRONICS ENGINEERING,11617,11182563,EXC8042:MOBILE,P,EXC801,EXC802,EXC803,ELECTIVEII,32.0,16.0,13.0,9.0,33.0,16.0,8.0,32.0,16.0,15.0,8.0,32.0,14.0,9.0,['Diploma'],['Diploma'],4.81,4.5,4.86,4.44,5.44,6.13,5.16
561:PIITE,INFORMATION TECHNOLOGY ENGINEERING,33471,12183365,ITC8044:ROBOTICS,P,ITC801,ITC802,ITC803,ELECTIVEII,32.0,15.0,16.0,8.0,32.0,14.0,9.0,32.0,15.0,1.0,6.0,32.0,21.0,15.0,['Diploma'],['Diploma'],4.75,4.89,5.04,5.16,6.26,6.54,5.82
561:PIITE,MECHANICAL,4401,14183475,MEE8023:PROJECT,P,MEC801,MEC802,MEC803,ELECTIVEII,32.0,14.0,10.0,8.0,28.0,0.0,10.0,17.0,12.0,14.0,8.0,17.0,17.0,8.0,['Diploma'],['Diploma'],5.46,4.71,5.07,4.54,5.48,6.4,5.3
