university,page_no,department,result_sem,exam_held_on,college_code,result_date,seat_no,elective,result,c1,c2,c3,c4,c5,c6,c1_th,c1_tw,c1_or,c1_in,c2_th,c2_tw,c2_or,c2_in,c3_th,c3_tw,c3_or,c3_in,c4_th,c4_tw,c4_or,c4_in,c5_tw,c5_or,c6_tw,c6_or,sem_1,sem_2,sem_3,sem_4,sem_5,sem_6,sem_7,sem_8,cgpi,0
"UNIVERSITY OF MUMBAI 
",1052,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:736:XIE,"JULY 04, 2019",7185145,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,54,20,22,14,51,23,21,19,57,24,22,19,50,24,21,20,25,--,48,46,['SEM-I:7.85'],['SEM-II:8.00'],['SEM-III:9.11'],['SEM-IV:8.96'],['SEM-V:9.46'],['SEM-VI:9.50'],['SEM-VII:8.88'],8.81,['CGPI:8.82'],66757.0
"UNIVERSITY OF MUMBAI 
",1052,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:736:XIE,"JULY 04, 2019",7185146,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,66,21,21,16,54,22,21,18,59,24,21,19,52,22,21,13,25,--,48,46,['SEM-I:8.52'],['SEM-II:8.44'],['SEM-III:8.79'],['SEM-IV:8.75'],['SEM-V:8.92'],['SEM-VI:9.00'],['SEM-VII:8.88'],9.11,['CGPI:8.80'],66766.0
"UNIVERSITY OF MUMBAI 
",1052,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:736:XIE,"JULY 04, 2019",7185147,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,61,18,20,13,56,22,22,16,49,23,19,12,32,20,18,13,23,--,40,40,['SEM-I:5.96'],['SEM-II:6.26'],['SEM-III:5.89'],['SEM-IV:6.36'],['SEM-V:7.33'],['SEM-VI:7.08'],['SEM-VII:7.76'],8.15,['CGPI:6.85'],66775.0
"UNIVERSITY OF MUMBAI 
",1053,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:736:XIE,"JULY 04, 2019",7185148,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,54,19,18,15,55,22,22,16,50,24,19,16,51,22,22,16,24,--,35,35,['SEM-I:8.37'],['SEM-II:8.26'],['SEM-III:8.57'],['SEM-IV:8.93'],['SEM-V:8.46'],['SEM-VI:9.08'],['SEM-VII:9.24'],7.85,['CGPI:8.60'],66812.0
"UNIVERSITY OF MUMBAI 
",1053,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:736:XIE,"JULY 04, 2019",7185149,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,41,17,17,15,44,22,21,16,33,23,18,14,38,18,16,12,24,--,37,40,[],[],['SEM-III:5.68'],['SEM-IV:6.11'],['SEM-V:6.63'],['SEM-VI:7.13'],['SEM-VII:7.32'],7.19,['CGPI:6.68'],66821.0
"UNIVERSITY OF MUMBAI 
",1053,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:736:XIE,"JULY 04, 2019",7185150,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,64,21,20,14,68,23,24,16,50,24,19,15,53,20,20,14,25,--,45,46,['SEM-I:5.96'],['SEM-II:6.30'],['SEM-III:4.82'],['SEM-IV:5.68'],['SEM-V:6.71'],['SEM-VI:6.96'],['SEM-VII:7.60'],8.96,['CGPI:6.62'],66830.0
"UNIVERSITY OF MUMBAI 
",1053,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:736:XIE,"JULY 04, 2019",7185151,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,59,18,19,14,50,21,21,17,32,23,20,14,54,17,15,12,24,--,43,40,['SEM-I:5.33'],['SEM-II:5.93'],['SEM-III:4.93'],['SEM-IV:4.75'],['SEM-V:5.58'],['SEM-VI:6.42'],['SEM-VII:8.52'],7.89,['CGPI:6.17'],66839.0
"UNIVERSITY OF MUMBAI 
",1054,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:736:XIE,"JULY 04, 2019",7185152,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,48,20,17,15,49,23,22,15,47,23,19,11,32,20,20,12,24,--,35,35,['SEM-I:6.41'],['SEM-II:6.19'],['SEM-III:6.04'],['SEM-IV:5.71'],['SEM-V:6.63'],['SEM-VI:7.46'],['SEM-VII:8.12'],7.11,['CGPI:6.71'],66876.0
"UNIVERSITY OF MUMBAI 
",1054,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:736:XIE,"JULY 04, 2019",7185153,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,54,18,18,14,46,21,21,14,34,24,20,13,33,19,14,9,23,--,41,39,[],[],['SEM-III:5.86'],['SEM-IV:6.32'],['SEM-V:7.46'],['SEM-VI:7.38'],['SEM-VII:8.20'],7.30,['CGPI:7.09'],66885.0
"UNIVERSITY OF MUMBAI 
",1054,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:736:XIE,"JULY 04, 2019",7185154,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,60,20,18,15,53,21,20,19,51,24,20,16,56,20,19,16,22,--,44,40,['SEM-I:7.59'],['SEM-II:8.33'],['SEM-III:8.39'],['SEM-IV:7.79'],['SEM-V:9.04'],['SEM-VI:9.08'],['SEM-VII:8.88'],8.74,['CGPI:8.48'],66894.0
"UNIVERSITY OF MUMBAI 
",1054,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:736:XIE,"JULY 04, 2019",7185155,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,55,19,17,14,65,21,20,19,53,24,19,16,41,19,12,14,24,--,39,38,['SEM-I:5.48'],['SEM-II:5.17'],['SEM-III:5.14'],['SEM-IV:5.32'],['SEM-V:6.33'],['SEM-VI:7.17'],['SEM-VII:8.24'],8.11,['CGPI:6.37'],66903.0
"UNIVERSITY OF MUMBAI 
",1055,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:736:XIE,"JULY 04, 2019",7185156,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,43,20,20,15,50,22,21,14,35,22,20,13,38,20,18,14,24,--,44,43,['SEM-I:6.81'],['SEM-II:7.52'],['SEM-III:7.04'],['SEM-IV:7.07'],['SEM-V:7.92'],['SEM-VI:8.21'],['SEM-VII:8.28'],7.59,['CGPI:7.56'],66940.0
"UNIVERSITY OF MUMBAI 
",1055,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:736:XIE,"JULY 04, 2019",7185157,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,42,17,17,15,53,22,22,19,53,23,18,17,52,17,13,15,24,--,45,40,[],[],['SEM-III:5.46'],['SEM-IV:5.71'],['SEM-V:6.63'],['SEM-VI:7.04'],['SEM-VII:7.60'],8.15,['CGPI:6.77'],66949.0
"UNIVERSITY OF MUMBAI 
",1055,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:736:XIE,"JULY 04, 2019",7185158,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,48,20,22,16,59,23,22,19,43,24,21,19,63,23,24,17,25,--,37,35,['SEM-I:7.22'],['SEM-II:8.44'],['SEM-III:8.57'],['SEM-IV:8.64'],['SEM-V:9.08'],['SEM-VI:9.67'],['SEM-VII:9.36'],8.52,['CGPI:8.69'],66958.0
"UNIVERSITY OF MUMBAI 
",1055,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:736:XIE,"JULY 04, 2019",7185159,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,36,17,18,14,55,23,22,16,43,22,18,17,40,17,17,10,24,--,47,41,['SEM-I:5.87'],['SEM-II:6.20'],['SEM-III:6.14'],['SEM-IV:6.11'],['SEM-V:6.88'],['SEM-VI:6.71'],['SEM-VII:7.56'],7.89,['CGPI:6.67'],66967.0
"UNIVERSITY OF MUMBAI 
",1056,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:736:XIE,"JULY 04, 2019",7185160,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,51,15,18,14,52,20,21,13,38,22,17,13,47,15,12,11,21,--,46,42,['SEM-I:4.61'],['SEM-II:5.81'],['SEM-III:5.00'],['SEM-IV:5.11'],['SEM-V:5.42'],['SEM-VI:6.42'],['SEM-VII:7.00'],7.63,['CGPI:5.88'],67004.0
"UNIVERSITY OF MUMBAI 
",1056,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:736:XIE,"JULY 04, 2019",7185161,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,43,19,18,16,51,21,20,16,48,22,20,15,37,17,17,12,24,--,40,38,['SEM-I:5.87'],['SEM-II:6.19'],['SEM-III:6.04'],['SEM-IV:5.29'],['SEM-V:6.46'],['SEM-VI:6.50'],['SEM-VII:8.00'],7.37,['CGPI:6.47'],67013.0
"UNIVERSITY OF MUMBAI 
",1056,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:736:XIE,"JULY 04, 2019",7185162,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,33,19,18,11,43,22,22,14,42,24,20,13,33,19,18,10,25,--,47,42,['SEM-I:5.63'],['SEM-II:5.91'],['SEM-III:4.86'],['SEM-IV:4.75'],['SEM-V:6.75'],['SEM-VI:6.88'],['SEM-VII:7.72'],6.89,['CGPI:6.17'],67022.0
"UNIVERSITY OF MUMBAI 
",1056,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:736:XIE,"JULY 04, 2019",7185163,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,34,17,17,13,43,22,20,13,36,20,20,13,32,18,15,13,22,--,32,32,['SEM-I:5.59'],['SEM-II:5.96'],['SEM-III:5.07'],['SEM-IV:5.43'],['SEM-V:6.08'],['SEM-VI:5.96'],['SEM-VII:7.00'],6.30,['CGPI:5.92'],67031.0
"UNIVERSITY OF MUMBAI 
",1057,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:736:XIE,"JULY 04, 2019",7185164,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,56,17,17,16,59,23,20,16,41,21,20,17,55,17,12,12,22,--,40,41,[],[],['SEM-III:6.04'],['SEM-IV:6.18'],['SEM-V:8.42'],['SEM-VI:8.13'],['SEM-VII:7.76'],8.26,['CGPI:7.47'],67068.0
"UNIVERSITY OF MUMBAI 
",1057,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:736:XIE,"JULY 04, 2019",7185165,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,43,15,17,13,41,23,22,12,32,17,17,9,37,15,10,10,23,--,34,35,['SEM-I:5.54'],['SEM-II:6.26'],['SEM-III:5.18'],['SEM-IV:5.07'],['SEM-V:5.71'],['SEM-VI:5.67'],['SEM-VII:6.52'],6.15,['CGPI:5.76'],67077.0
"UNIVERSITY OF MUMBAI 
",1057,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:736:XIE,"JULY 04, 2019",7185166,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,42,20,18,15,46,20,21,14,45,22,20,16,37,22,21,12,25,--,35,35,['SEM-I:7.96'],['SEM-II:7.81'],['SEM-III:7.89'],['SEM-IV:6.93'],['SEM-V:7.83'],['SEM-VI:8.00'],['SEM-VII:7.72'],7.30,['CGPI:7.68'],67086.0
"UNIVERSITY OF MUMBAI 
",1057,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:736:XIE,"JULY 04, 2019",7185167,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,52,20,20,15,55,22,20,15,43,23,21,17,51,23,22,14,25,--,45,43,['SEM-I:8.00'],['SEM-II:8.78'],['SEM-III:8.43'],['SEM-IV:8.18'],['SEM-V:8.67'],['SEM-VI:8.83'],['SEM-VII:8.04'],8.37,['CGPI:8.41'],67095.0
"UNIVERSITY OF MUMBAI 
",1058,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:736:XIE,"JULY 04, 2019",7185168,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,62,20,20,15,48,23,22,16,55,21,20,13,48,20,18,13,23,--,46,45,['SEM-I:5.81'],['SEM-II:6.59'],['SEM-III:6.21'],['SEM-IV:6.68'],['SEM-V:8.08'],['SEM-VI:8.79'],['SEM-VII:8.84'],8.48,['CGPI:7.44'],67132.0
"UNIVERSITY OF MUMBAI 
",1058,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:736:XIE,"JULY 04, 2019",7185169,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,45,15,17,11,41,24,21,13,42,20,19,12,48,14,11,8,20,--,32,30,['SEM-I:5.48'],['SEM-II:5.20'],['SEM-III:4.86'],['SEM-IV:4.89'],['SEM-V:5.50'],['SEM-VI:5.79'],['SEM-VII:6.92'],6.67,['CGPI:5.66'],67141.0
"UNIVERSITY OF MUMBAI 
",1058,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:736:XIE,"JULY 04, 2019",7185170,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,43,20,18,15,58,23,21,15,51,24,22,16,42,24,22,15,25,--,45,43,['SEM-I:7.52'],['SEM-II:8.26'],['SEM-III:9.43'],['SEM-IV:8.89'],['SEM-V:9.00'],['SEM-VI:8.50'],['SEM-VII:8.72'],8.04,['CGPI:8.55'],67150.0
"UNIVERSITY OF MUMBAI 
",1058,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:736:XIE,"JULY 04, 2019",7185171,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,51,20,20,14,52,22,21,16,43,24,21,14,32,20,20,12,24,--,43,40,['SEM-I:6.22'],['SEM-II:6.22'],['SEM-III:5.32'],['SEM-IV:6.00'],['SEM-V:6.83'],['SEM-VI:7.00'],['SEM-VII:7.60'],7.63,['CGPI:6.60'],67159.0
"UNIVERSITY OF MUMBAI 
",1059,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:736:XIE,"JULY 04, 2019",7185172,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,53,20,22,15,58,22,21,16,37,19,22,18,44,24,24,15,25,--,48,48,['SEM-I:7.96'],['SEM-II:8.26'],['SEM-III:9.86'],['SEM-IV:9.04'],['SEM-V:9.00'],['SEM-VI:8.83'],['SEM-VII:8.56'],8.07,['CGPI:8.70'],67196.0
"UNIVERSITY OF MUMBAI 
",1059,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:736:XIE,"JULY 04, 2019",7185173,DATA,F,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,32E,19E,19E,13E,59E,22E,24E,15E,44E,21E,19E,14E,20F,18E,18E,12E,24E,--,38E,38E,['SEM-I:5.59'],['SEM-II:6.26'],['SEM-III:5.04'],['SEM-IV:4.96'],['SEM-V:5.92'],['SEM-VI:6.08'],['SEM-VII:7.20'],--,['CGPI:--'],67205.0
"UNIVERSITY OF MUMBAI 
",1059,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:736:XIE,"JULY 04, 2019",7185174,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,44,20,21,16,63,22,21,18,57,24,23,18,59,23,22,17,24,--,42,41,['SEM-I:8.41'],['SEM-II:9.41'],['SEM-III:9.71'],['SEM-IV:9.32'],['SEM-V:9.38'],['SEM-VI:9.33'],['SEM-VII:9.20'],9.26,['CGPI:9.25'],67214.0
"UNIVERSITY OF MUMBAI 
",1059,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:736:XIE,"JULY 04, 2019",7185175,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,56,18,18,14,54,21,21,19,39,19,21,14,39,16,15,13,21,--,37,41,['SEM-I:5.78'],['SEM-II:6.28'],['SEM-III:4.57'],['SEM-IV:4.18'],['SEM-V:5.25'],['SEM-VI:4.50'],['SEM-VII:6.72'],7.81,['CGPI:5.64'],67223.0
"UNIVERSITY OF MUMBAI 
",1060,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:736:XIE,"JULY 04, 2019",7185176,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,40,18,18,13,50,23,21,11,37,23,20,16,38,20,17,11,24,--,35,35,['SEM-I:5.69'],['SEM-II:5.72'],['SEM-III:5.46'],['SEM-IV:5.07'],['SEM-V:6.88'],['SEM-VI:6.63'],['SEM-VII:7.64'],7.04,['CGPI:6.27'],67260.0
"UNIVERSITY OF MUMBAI 
",1060,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:736:XIE,"JULY 04, 2019",7185177,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,47,18,18,14,41,23,23,13,49,24,18,13,26,*,17,12,20,--,24,37,['SEM-I:5.07'],['SEM-II:6.11'],['SEM-III:4.75'],['SEM-IV:4.71'],['SEM-V:5.38'],['SEM-VI:5.96'],['SEM-VII:7.32'],7.26,['CGPI:5.82'],67269.0
"UNIVERSITY OF MUMBAI 
",1060,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:736:XIE,"JULY 04, 2019",7185178,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,58,18,17,16,47,22,21,19,36,23,19,18,36,20,16,11,24,--,38,42,[],[],['SEM-III:5.54'],['SEM-IV:5.43'],['SEM-V:6.67'],['SEM-VI:6.58'],['SEM-VII:7.80'],7.78,['CGPI:6.63'],67278.0
"UNIVERSITY OF MUMBAI 
",1060,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:736:XIE,"JULY 04, 2019",7185179,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,55,17,18,13,46,22,22,18,48,22,23,17,61,20,20,17,24,--,48,43,['SEM-I:7.78'],['SEM-II:8.41'],['SEM-III:8.14'],['SEM-IV:7.46'],['SEM-V:8.04'],['SEM-VI:8.96'],['SEM-VII:8.48'],8.44,['CGPI:8.21'],67287.0
"UNIVERSITY OF MUMBAI 
",1061,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:736:XIE,"JULY 04, 2019",7185180,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,35,19,18,11,32,22,24,13,49,22,21,13,43,19,18,11,24,--,37,35,['SEM-I:6.63'],['SEM-II:7.00'],['SEM-III:5.68'],['SEM-IV:5.14'],['SEM-V:5.75'],['SEM-VI:6.79'],['SEM-VII:7.28'],6.89,['CGPI:6.40'],67324.0
"UNIVERSITY OF MUMBAI 
",1061,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:736:XIE,"JULY 04, 2019",7185181,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,60,19,20,18,64,22,21,15,44,23,22,14,57,22,22,16,24,--,45,43,['SEM-I:8.41'],['SEM-II:8.26'],['SEM-III:7.89'],['SEM-IV:7.82'],['SEM-V:8.08'],['SEM-VI:8.83'],['SEM-VII:9.52'],8.78,['CGPI:8.45'],67333.0
"UNIVERSITY OF MUMBAI 
",1062,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:742:GHARADA,"JULY 04, 2019",7185182,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,50,22,20,18,58,20,15,13,57,22,21,16,49,23,22,15,21,--,43,38,[],[],['SEM-III:6.32'],['SEM-IV:6.04'],['SEM-V:7.58'],['SEM-VI:7.38'],['SEM-VII:8.28'],8.44,['CGPI:7.34'],67370.0
"UNIVERSITY OF MUMBAI 
",1062,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:742:GHARADA,"JULY 04, 2019",7185183,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,53,22,22,18,51,22,20,12,50,23,23,19,40,23,22,17,22,--,44,44,['SEM-I:7.70'],['SEM-II:7.37'],['SEM-III:8.04'],['SEM-IV:8.79'],['SEM-V:8.00'],['SEM-VI:8.00'],['SEM-VII:7.96'],8.22,['CGPI:8.01'],67379.0
"UNIVERSITY OF MUMBAI 
",1062,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:742:GHARADA,"JULY 04, 2019",7185184,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,48,20,20,14,44,20,11,10,46,22,20,16,45,21,20,14,20,--,40,40,[],[],['SEM-III:6.43'],['SEM-IV:7.04'],['SEM-V:7.75'],['SEM-VI:7.46'],['SEM-VII:8.36'],7.81,['CGPI:7.48'],67388.0
"UNIVERSITY OF MUMBAI 
",1062,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:742:GHARADA,"JULY 04, 2019",7185185,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,40,21,22,12,43,21,15,11,38,22,21,15,40,21,20,14,20,--,42,40,['SEM-I:5.48'],['SEM-II:5.69'],['SEM-III:5.82'],['SEM-IV:5.89'],['SEM-V:7.04'],['SEM-VI:7.25'],['SEM-VII:7.60'],7.56,['CGPI:6.54'],67397.0
"UNIVERSITY OF MUMBAI 
",1063,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:742:GHARADA,"JULY 04, 2019",7185186,DATA,F,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,36E,22E,19E,13E,40E,21E,18E,9E,32E,21E,20E,15E,23F,22E,20E,12E,22E,--,44E,44E,['SEM-I:5.78'],['SEM-II:6.74'],['SEM-III:6.93'],['SEM-IV:7.39'],['SEM-V:6.75'],['SEM-VI:6.63'],['SEM-VII:7.64'],--,['CGPI:--'],67434.0
"UNIVERSITY OF MUMBAI 
",1063,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:742:GHARADA,"JULY 04, 2019",7185187,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,44,21,19,16,45,19,11,12,37,21,21,17,38,21,19,17,21,--,42,40,['SEM-I:6.37'],['SEM-II:7.02'],['SEM-III:6.64'],['SEM-IV:6.75'],['SEM-V:6.67'],['SEM-VI:7.04'],['SEM-VII:8.40'],7.67,['CGPI:7.07'],67443.0
"UNIVERSITY OF MUMBAI 
",1063,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:742:GHARADA,"JULY 04, 2019",7185188,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,54,24,23,20,57,23,20,17,40,23,22,19,46,24,23,19,24,--,48,44,['SEM-I:7.26'],['SEM-II:6.74'],['SEM-III:7.21'],['SEM-IV:7.42'],['SEM-V:7.63'],['SEM-VI:7.89'],['SEM-VII:8.08'],8.37,['CGPI:7.58'],67452.0
"UNIVERSITY OF MUMBAI 
",1063,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:742:GHARADA,"JULY 04, 2019",7185189,DATA,F,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,32E,19E,19E,0F,33E,20E,16E,6F,32E,20E,22E,0F,32E,20E,20E,8E,19E,--,39E,42E,[],[],['SEM-III:4.68'],['SEM-IV:5.21'],['SEM-V:6.08'],['SEM-VI:6.71'],['SEM-VII:5.68'],--,['CGPI:--'],67461.0
"UNIVERSITY OF MUMBAI 
",1064,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:742:GHARADA,"JULY 04, 2019",7185190,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,59,22,22,19,52,23,15,13,36,22,21,13,47,22,20,13,23,--,44,43,[],[],['SEM-III:7.18'],['SEM-IV:7.29'],['SEM-V:7.83'],['SEM-VI:7.75'],['SEM-VII:8.12'],8.19,['CGPI:7.73'],67498.0
"UNIVERSITY OF MUMBAI 
",1064,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:742:GHARADA,"JULY 04, 2019",7185191,DATA,F,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,32E,21E,20E,10E,44E,19E,14E,9E,21F,20E,21E,13E,34E,18E,17E,11E,21E,--,40E,40E,['SEM-I:5.26'],['SEM-II:6.37'],['SEM-III:5.32'],['SEM-IV:5.11'],['SEM-V:0.00'],['SEM-VI:0.00'],['SEM-VII:0.00'],--,['CGPI:--'],67507.0
"UNIVERSITY OF MUMBAI 
",1064,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:742:GHARADA,"JULY 04, 2019",7185192,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,50,21,22,18,71,24,16,13,34,23,22,15,38,24,23,20,23,--,47,43,[],[],['SEM-III:6.57'],['SEM-IV:6.93'],['SEM-V:7.29'],['SEM-VI:7.46'],['SEM-VII:7.56'],8.22,['CGPI:7.34'],67516.0
"UNIVERSITY OF MUMBAI 
",1064,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:742:GHARADA,"JULY 04, 2019",7185193,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,49,22,22,17,43,20,19,12,49,20,20,16,32,23,21,14,22,--,43,38,[],[],['SEM-III:6.11'],['SEM-IV:6.54'],['SEM-V:7.50'],['SEM-VI:7.75'],['SEM-VII:7.80'],7.74,['CGPI:7.24'],67525.0
"UNIVERSITY OF MUMBAI 
",1065,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:742:GHARADA,"JULY 04, 2019",7185194,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,49,21,20,15,49,18,15,15,32,20,22,16,32,18,17,12,19,--,35,35,['SEM-I:6.07'],['SEM-II:6.94'],['SEM-III:5.07'],['SEM-IV:5.75'],['SEM-V:0.00'],['SEM-VI:5.58'],['SEM-VII:6.96'],6.81,['CGPI:--'],67562.0
"UNIVERSITY OF MUMBAI 
",1065,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:742:GHARADA,"JULY 04, 2019",7185195,DATA,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,55,19,19,13,45,18,16,11,34,21,22,16,32,20,18,10,19,--,41,40,['SEM-I:6.93'],['SEM-II:6.26'],['SEM-III:5.43'],['SEM-IV:6.36'],['SEM-V:6.25'],['SEM-VI:6.46'],['SEM-VII:7.40'],7.26,['CGPI:6.54'],67571.0
