university,page_no,department,result_sem,exam_held_on,college_code,result_date,seat_no,elective,result,c1,c2,c3,c4,c5,c6,c1_th,c1_tw,c1_or,c1_in,c2_th,c2_tw,c2_or,c2_in,c3_th,c3_tw,c3_or,c3_in,c4_th,c4_tw,c4_or,c4_in,c5_tw,c5_or,c6_tw,c6_or,sem_1,sem_2,sem_3,sem_4,sem_5,sem_6,sem_7,sem_8,cgpi,0
"UNIVERSITY OF MUMBAI 
",318,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182250,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,52,17,19,10,41,22,22,14,49,17,21,15,44,19,20,12,17,--,39,39,['SEM-I:6.22'],['SEM-II:5.06'],['SEM-III:5.43'],['SEM-IV:6.00'],['SEM-V:6.29'],['SEM-VI:7.17'],['SEM-VII:7.68'],7.44,['CGPI:6.41'],20141.0
"UNIVERSITY OF MUMBAI 
",318,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182251,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,55,23,24,17,48,23,24,20,48,23,24,19,52,23,21,17,24,--,47,48,['SEM-I:7.74'],['SEM-II:8.17'],['SEM-III:8.82'],['SEM-IV:9.25'],['SEM-V:9.33'],['SEM-VI:9.96'],['SEM-VII:9.84'],8.37,['CGPI:8.94'],20150.0
"UNIVERSITY OF MUMBAI 
",318,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182252,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,58,19,20,16,64,19,23,19,57,20,20,16,46,20,19,20,22,--,48,48,['SEM-I:7.46'],['SEM-II:7.85'],['SEM-III:9.75'],['SEM-IV:8.82'],['SEM-V:9.50'],['SEM-VI:9.46'],['SEM-VII:8.52'],8.89,['CGPI:8.78'],20159.0
"UNIVERSITY OF MUMBAI 
",319,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182253,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,62,22,21,14,62,24,21,18,61,23,19,12,51,23,23,15,23,--,48,48,[],[],['SEM-III:6.96'],['SEM-IV:8.43'],['SEM-V:8.83'],['SEM-VI:7.63'],['SEM-VII:8.80'],9.11,['CGPI:8.29'],20196.0
"UNIVERSITY OF MUMBAI 
",319,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182254,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,58,22,21,15,58,20,20,17,41,20,19,16,59,22,20,18,22,--,47,44,[],[],['SEM-III:8.39'],['SEM-IV:9.00'],['SEM-V:9.25'],['SEM-VI:9.67'],['SEM-VII:8.56'],8.78,['CGPI:8.94'],20205.0
"UNIVERSITY OF MUMBAI 
",319,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182255,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,55,19,19,11,44,20,22,15,32,15,20,12,32,21,19,15,21,--,40,41,['SEM-I:8.30'],['SEM-II:8.11'],['SEM-III:7.71'],['SEM-IV:7.50'],['SEM-V:6.79'],['SEM-VI:6.92'],['SEM-VII:7.44'],7.22,['CGPI:7.50'],20214.0
"UNIVERSITY OF MUMBAI 
",319,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182256,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,48,19,17,10,50,19,22,12,32,18,19,10,44,17,18,15,22,--,40,41,['SEM-I:5.52'],['SEM-II:5.17'],['SEM-III:5.54'],['SEM-IV:4.86'],['SEM-V:6.29'],['SEM-VI:6.04'],['SEM-VII:6.92'],7.26,['CGPI:5.95'],20223.0
"UNIVERSITY OF MUMBAI 
",320,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182257,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,61,18,21,10,62,21,23,12,52,18,18,11,36,21,20,13,23,--,47,47,['SEM-I:6.26'],['SEM-II:6.33'],['SEM-III:6.11'],['SEM-IV:5.82'],['SEM-V:6.21'],['SEM-VI:7.63'],['SEM-VII:7.68'],8.11,['CGPI:6.77'],20260.0
"UNIVERSITY OF MUMBAI 
",320,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182258,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,48,21,21,17,41,23,23,19,59,20,21,17,50,21,20,16,21,--,47,48,['SEM-I:9.19'],['SEM-II:8.19'],['SEM-III:8.54'],['SEM-IV:9.14'],['SEM-V:9.17'],['SEM-VI:9.17'],['SEM-VII:9.16'],8.52,['CGPI:8.89'],20269.0
"UNIVERSITY OF MUMBAI 
",320,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182259,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,59,23,20,13,67,20,24,20,58,19,20,18,58,19,22,19,18,--,46,45,['SEM-I:8.48'],['SEM-II:9.30'],['SEM-III:9.54'],['SEM-IV:9.89'],['SEM-V:10.00;'],['SEM-VI:9.79'],['SEM-VII:9.52'],9.30,['CGPI:9.48'],20278.0
"UNIVERSITY OF MUMBAI 
",320,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182260,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,64,22,22,15,54,20,23,20,60,20,20,17,57,19,22,19,18,--,43,44,['SEM-I:8.96'],['SEM-II:8.81'],['SEM-III:10.00;'],['SEM-IV:10.00;'],['SEM-V:9.92'],['SEM-VI:9.79'],['SEM-VII:8.68'],9.19,['CGPI:9.42'],20287.0
"UNIVERSITY OF MUMBAI 
",321,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182261,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,68,22,20,15,53,23,23,17,45,20,20,17,46,21,19,19,21,--,43,41,['SEM-I:7.83'],['SEM-II:7.70'],['SEM-III:8.79'],['SEM-IV:8.96'],['SEM-V:8.25'],['SEM-VI:9.50'],['SEM-VII:8.56'],8.81,['CGPI:8.55'],20324.0
"UNIVERSITY OF MUMBAI 
",321,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182262,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,49,21,20,9,57,20,18,16,56,20,18,12,32,19,17,11,20,--,48,47,[],[],['SEM-III:6.32'],['SEM-IV:6.14'],['SEM-V:7.29'],['SEM-VI:7.29'],['SEM-VII:6.96'],7.63,['CGPI:6.94'],20333.0
"UNIVERSITY OF MUMBAI 
",321,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182263,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,62,21,23,13,39,18,21,15,39,18,19,13,40,20,20,14,21,--,48,48,[],[],['SEM-III:9.00'],['SEM-IV:8.57'],['SEM-V:7.83'],['SEM-VI:7.67'],['SEM-VII:7.28'],7.96,['CGPI:8.05'],20342.0
"UNIVERSITY OF MUMBAI 
",321,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182264,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,62,23,19,13,47,21,23,17,54,19,21,17,34,19,19,17,22,--,48,48,['SEM-I:8.57'],['SEM-II:7.61'],['SEM-III:9.18'],['SEM-IV:8.64'],['SEM-V:8.92'],['SEM-VI:9.08'],['SEM-VII:8.76'],8.48,['CGPI:8.66'],20351.0
"UNIVERSITY OF MUMBAI 
",322,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182265,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,56,24,23,17,47,22,23,19,58,21,23,17,46,21,19,20,21,--,43,41,['SEM-I:8.81'],['SEM-II:8.31'],['SEM-III:9.68'],['SEM-IV:9.71'],['SEM-V:8.92'],['SEM-VI:9.38'],['SEM-VII:8.56'],8.67,['CGPI:9.01'],20388.0
"UNIVERSITY OF MUMBAI 
",322,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182266,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,52,17,20,8,41,19,21,14,38,15,17,9,38,18,18,9,20,--,35,40,['SEM-I:5.13'],['SEM-II:5.13'],['SEM-III:5.00'],['SEM-IV:5.96'],['SEM-V:5.92'],['SEM-VI:6.83'],['SEM-VII:6.88'],7.00,['CGPI:5.98'],20397.0
"UNIVERSITY OF MUMBAI 
",322,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182267,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,34,17,20,9,43,19,21,12,32,17,17,10,32,20,20,10,19,--,35,34,['SEM-I:5.76'],['SEM-II:5.59'],['SEM-III:6.04'],['SEM-IV:6.18'],['SEM-V:5.71'],['SEM-VI:6.71'],['SEM-VII:7.12'],5.85,['CGPI:6.12'],20406.0
"UNIVERSITY OF MUMBAI 
",322,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182268,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,52,23,22,14,58,23,22,18,50,21,20,14,57,19,20,15,22,--,48,48,[],[],['SEM-III:7.96'],['SEM-IV:7.68'],['SEM-V:8.50'],['SEM-VI:8.08'],['SEM-VII:7.76'],8.63,['CGPI:8.10'],20415.0
"UNIVERSITY OF MUMBAI 
",323,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182269,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,52,22,16,13,50,23,20,17,43,22,19,16,32,20,20,18,23,--,40,40,['SEM-I:6.85'],['SEM-II:7.70'],['SEM-III:7.21'],['SEM-IV:7.11'],['SEM-V:7.08'],['SEM-VI:7.92'],['SEM-VII:8.24'],7.89,['CGPI:7.50'],20452.0
"UNIVERSITY OF MUMBAI 
",323,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182270,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,60,21,19,15,39,20,19,15,53,22,22,19,50,19,18,18,22,--,46,47,['SEM-I:7.83'],['SEM-II:7.70'],['SEM-III:8.25'],['SEM-IV:8.07'],['SEM-V:8.00'],['SEM-VI:8.17'],['SEM-VII:8.88'],8.41,['CGPI:8.16'],20461.0
"UNIVERSITY OF MUMBAI 
",323,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182271,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,40,18,20,9,48,23,23,15,32,18,19,16,41,19,19,13,20,--,37,35,[],[],['SEM-III:7.96'],['SEM-IV:7.36'],['SEM-V:7.67'],['SEM-VI:7.75'],['SEM-VII:7.36'],6.89,['CGPI:7.50'],20470.0
"UNIVERSITY OF MUMBAI 
",323,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182272,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,50,22,14,14,42,18,19,16,36,18,19,15,43,20,18,17,18,--,44,44,['SEM-I:5.70'],['SEM-II:5.85'],['SEM-III:6.93'],['SEM-IV:7.11'],['SEM-V:6.75'],['SEM-VI:7.29'],['SEM-VII:8.36'],7.59,['CGPI:6.95'],20479.0
"UNIVERSITY OF MUMBAI 
",324,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182273,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,48,24,23,13,52,24,22,20,48,24,19,15,68,24,22,15,24,--,48,48,[],[],['SEM-III:8.18'],['SEM-IV:8.96'],['SEM-V:8.33'],['SEM-VI:9.33'],['SEM-VII:9.32'],8.81,['CGPI:8.82'],20516.0
"UNIVERSITY OF MUMBAI 
",324,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182274,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,45,19,21,9,50,22,21,19,44,19,22,17,33,20,20,14,20,--,37,36,[],[],['SEM-III:6.89'],['SEM-IV:6.21'],['SEM-V:7.50'],['SEM-VI:7.58'],['SEM-VII:6.96'],7.33,['CGPI:7.08'],20525.0
"UNIVERSITY OF MUMBAI 
",324,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182275,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,56,23,20,15,60,20,20,17,45,23,21,16,57,21,21,18,24,--,48,48,['SEM-I:7.06'],['SEM-II:7.28'],['SEM-III:8.25'],['SEM-IV:8.71'],['SEM-V:8.67'],['SEM-VI:8.83'],['SEM-VII:8.72'],8.96,['CGPI:8.31'],20534.0
"UNIVERSITY OF MUMBAI 
",324,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182276,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,50,23,22,14,47,22,22,19,58,23,21,15,54,20,19,17,22,--,46,47,[],[],['SEM-III:6.82'],['SEM-IV:7.82'],['SEM-V:8.08'],['SEM-VI:8.71'],['SEM-VII:8.36'],8.48,['CGPI:8.05'],20543.0
"UNIVERSITY OF MUMBAI 
",325,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182277,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,60,23,22,15,47,23,23,17,59,24,22,15,46,24,21,19,21,--,47,48,['SEM-I:8.30'],['SEM-II:8.61'],['SEM-III:8.86'],['SEM-IV:9.64'],['SEM-V:8.17'],['SEM-VI:9.50'],['SEM-VII:8.88'],8.67,['CGPI:8.83'],20580.0
"UNIVERSITY OF MUMBAI 
",325,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182278,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,49,17,20,8,43,21,22,16,45,19,21,13,43,20,20,12,20,--,47,47,[],[],['SEM-III:5.32'],['SEM-IV:5.64'],['SEM-V:7.21'],['SEM-VI:7.42'],['SEM-VII:7.40'],7.56,['CGPI:6.76'],20589.0
"UNIVERSITY OF MUMBAI 
",325,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182279,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,55,19,21,13,52,22,22,18,47,19,22,16,50,19,18,16,23,--,47,47,['SEM-I:7.22'],['SEM-II:6.91'],['SEM-III:7.89'],['SEM-IV:8.00'],['SEM-V:8.50'],['SEM-VI:8.58'],['SEM-VII:8.96'],8.30,['CGPI:8.05'],20598.0
"UNIVERSITY OF MUMBAI 
",325,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182280,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,68,19,21,10,50,21,21,16,38,19,21,16,33,20,20,11,20,--,39,39,[],[],['SEM-III:6.64'],['SEM-IV:7.36'],['SEM-V:7.58'],['SEM-VI:8.17'],['SEM-VII:8.00'],7.70,['CGPI:7.58'],20607.0
"UNIVERSITY OF MUMBAI 
",326,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182281,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,64,17,21,12,44,20,22,16,45,17,19,13,40,19,19,15,19,--,45,45,['SEM-I:6.41'],['SEM-II:7.52'],['SEM-III:6.89'],['SEM-IV:7.14'],['SEM-V:7.38'],['SEM-VI:7.92'],['SEM-VII:7.72'],8.04,['CGPI:7.38'],20644.0
"UNIVERSITY OF MUMBAI 
",326,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182282,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,49,22,19,18,59,20,23,19,47,19,21,18,51,20,21,19,21,--,47,48,['SEM-I:8.52'],['SEM-II:8.48'],['SEM-III:8.57'],['SEM-IV:8.61'],['SEM-V:8.75'],['SEM-VI:8.83'],['SEM-VII:9.00'],8.67,['CGPI:8.68'],20653.0
"UNIVERSITY OF MUMBAI 
",326,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182283,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,48,22,21,16,58,20,23,19,38,18,20,16,44,22,21,20,22,--,49,49,['SEM-I:9.56'],['SEM-II:9.26'],['SEM-III:9.71'],['SEM-IV:9.57'],['SEM-V:9.83'],['SEM-VI:9.29'],['SEM-VII:9.20'],8.33,['CGPI:9.34'],20662.0
"UNIVERSITY OF MUMBAI 
",326,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182284,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,55,24,20,11,56,22,22,19,53,20,21,16,43,20,19,14,22,--,35,37,[],[],['SEM-III:6.57'],['SEM-IV:7.11'],['SEM-V:7.79'],['SEM-VI:9.46'],['SEM-VII:8.08'],7.89,['CGPI:7.82'],20671.0
"UNIVERSITY OF MUMBAI 
",327,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182285,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,53,23,19,15,45,23,22,18,53,20,23,18,58,21,20,16,21,--,46,46,['SEM-I:7.65'],['SEM-II:7.83'],['SEM-III:8.71'],['SEM-IV:9.43'],['SEM-V:9.50'],['SEM-VI:9.25'],['SEM-VII:9.20'],8.52,['CGPI:8.76'],20708.0
"UNIVERSITY OF MUMBAI 
",327,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182286,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,60,23,18,15,52,18,22,18,47,18,18,16,63,19,19,17,23,--,40,38,['SEM-I:7.61'],['SEM-II:7.89'],['SEM-III:7.39'],['SEM-IV:8.86'],['SEM-V:7.83'],['SEM-VI:7.71'],['SEM-VII:8.56'],8.78,['CGPI:8.08'],20717.0
"UNIVERSITY OF MUMBAI 
",327,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182287,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,62,24,22,17,68,23,23,19,45,21,20,18,55,21,21,20,21,--,45,44,['SEM-I:7.11'],['SEM-II:8.11'],['SEM-III:9.43'],['SEM-IV:9.32'],['SEM-V:9.42'],['SEM-VI:9.33'],['SEM-VII:8.48'],9.26,['CGPI:8.81'],20726.0
"UNIVERSITY OF MUMBAI 
",327,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182288,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,57,22,19,15,57,23,24,20,62,20,19,19,53,22,23,16,19,--,47,44,[],[],['SEM-III:8.04'],['SEM-IV:9.14'],['SEM-V:8.50'],['SEM-VI:9.33'],['SEM-VII:8.84'],9.04,['CGPI:8.82'],20735.0
"UNIVERSITY OF MUMBAI 
",328,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182289,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,59,24,22,17,62,24,23,20,46,23,22,16,55,24,20,20,22,--,40,40,['SEM-I:7.22'],['SEM-II:7.06'],['SEM-III:9.04'],['SEM-IV:8.82'],['SEM-V:8.17'],['SEM-VI:9.67'],['SEM-VII:8.84'],9.26,['CGPI:8.51'],20772.0
"UNIVERSITY OF MUMBAI 
",328,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182290,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,61,22,20,17,65,23,23,19,61,22,22,19,59,22,21,19,23,--,48,47,['SEM-I:8.30'],['SEM-II:7.98'],['SEM-III:8.96'],['SEM-IV:9.43'],['SEM-V:9.17'],['SEM-VI:9.42'],['SEM-VII:9.84'],9.70,['CGPI:9.10'],20781.0
"UNIVERSITY OF MUMBAI 
",328,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182291,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,58,22,24,13,50,21,24,16,46,22,24,18,44,24,23,16,24,--,48,48,['SEM-I:9.04'],['SEM-II:7.87'],['SEM-III:9.36'],['SEM-IV:9.25'],['SEM-V:7.83'],['SEM-VI:8.83'],['SEM-VII:9.04'],8.37,['CGPI:8.70'],20790.0
"UNIVERSITY OF MUMBAI 
",328,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182292,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,35,22,20,16,52,24,23,20,52,24,23,18,49,22,20,20,21,--,47,48,['SEM-I:9.11'],['SEM-II:8.61'],['SEM-III:9.86'],['SEM-IV:9.64'],['SEM-V:9.71'],['SEM-VI:9.67'],['SEM-VII:8.56'],8.37,['CGPI:9.19'],20799.0
"UNIVERSITY OF MUMBAI 
",329,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182293,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,56,24,23,18,59,23,24,20,62,22,23,18,55,24,22,20,23,--,48,48,['SEM-I:8.85'],['SEM-II:8.17'],['SEM-III:9.39'],['SEM-IV:9.71'],['SEM-V:10.00;'],['SEM-VI:9.67'],['SEM-VII:8.72'],9.41,['CGPI:9.24'],20836.0
"UNIVERSITY OF MUMBAI 
",329,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182294,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,42,23,22,13,55,23,22,17,47,23,22,15,49,20,21,17,22,--,48,48,['SEM-I:8.85'],['SEM-II:7.96'],['SEM-III:7.96'],['SEM-IV:8.07'],['SEM-V:8.50'],['SEM-VI:8.67'],['SEM-VII:9.36'],8.22,['CGPI:8.45'],20845.0
"UNIVERSITY OF MUMBAI 
",329,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182295,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,62,23,23,18,60,23,23,19,48,22,22,19,46,20,21,17,22,--,43,43,['SEM-I:9.04'],['SEM-II:8.54'],['SEM-III:9.57'],['SEM-IV:10.00;'],['SEM-V:10.00;'],['SEM-VI:9.17'],['SEM-VII:9.20'],8.96,['CGPI:9.31'],20854.0
"UNIVERSITY OF MUMBAI 
",329,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182296,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,60,23,21,14,52,20,22,18,53,21,21,17,57,23,22,14,21,--,47,44,['SEM-I:7.89'],['SEM-II:7.87'],['SEM-III:8.82'],['SEM-IV:9.39'],['SEM-V:8.58'],['SEM-VI:8.25'],['SEM-VII:9.00'],8.81,['CGPI:8.58'],20863.0
"UNIVERSITY OF MUMBAI 
",330,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182297,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,70,24,24,16,75,23,24,20,50,20,22,17,59,22,20,20,22,--,48,48,['SEM-I:8.67'],['SEM-II:8.00'],['SEM-III:8.96'],['SEM-IV:9.36'],['SEM-V:9.50'],['SEM-VI:9.67'],['SEM-VII:8.40'],9.41,['CGPI:9.00'],20900.0
"UNIVERSITY OF MUMBAI 
",330,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182298,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,55,21,23,15,51,20,23,15,61,18,20,16,54,20,19,20,22,--,40,40,['SEM-I:7.28'],['SEM-II:6.81'],['SEM-III:8.25'],['SEM-IV:7.04'],['SEM-V:7.63'],['SEM-VI:7.67'],['SEM-VII:9.36'],8.74,['CGPI:7.85'],20909.0
"UNIVERSITY OF MUMBAI 
",330,(COMPUTER ENGINEERING),VIII)(CBSGS),MAY 2019,NAME:366:VESIT,"JULY 04, 2019",7182299,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVE-III,CPL801,CPP802,50,22,21,11,35,22,23,15,45,18,20,16,43,19,19,19,23,--,46,46,['SEM-I:6.67'],['SEM-II:5.98'],['SEM-III:5.89'],['SEM-IV:6.89'],['SEM-V:6.79'],['SEM-VI:6.63'],['SEM-VII:8.40'],8.00,['CGPI:6.91'],20918.0
