,department,college_code,seat_no,elective,result,c1,c2,c3,c4,c1_th,c1_tw,c1_or,c1_in,c2_th,c2_tw,c2_in,c3_th,c3_tw,c3_or,c3_in,c4_th,c4_tw,c4_in,sem_1,sem_2,sem_3,sem_4,sem_5,sem_6,sem_7,sem_8,cgpi
50156,COMPUTER ENGINEERING,689:KCCE,7184692,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,46.0,22.0,23.0,16.0,44.0,23.0,15.0,42.0,22.0,23.0,17.0,49.0,22.0,9.0,['Diploma'],['Diploma'],6.39,6.43,7.21,7.58,7.08,7.56,7.04
50157,COMPUTER ENGINEERING,689:KCCE,7184693,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,44.0,21.0,20.0,14.0,42.0,19.0,9.0,45.0,22.0,21.0,13.0,40.0,19.0,9.0,['Diploma'],['Diploma'],5.54,5.64,5.62,5.67,6.44,7.15,6.01
50158,COMPUTER ENGINEERING,689:KCCE,7184694,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,57.0,22.0,21.0,18.0,54.0,20.0,18.0,49.0,20.0,21.0,18.0,55.0,21.0,12.0,['Diploma'],['Diploma'],6.36,5.86,7.88,7.38,8.48,8.59,7.43
50160,COMPUTER ENGINEERING,689:KCCE,7184696,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,35.0,21.0,20.0,14.0,39.0,21.0,16.0,37.0,23.0,23.0,16.0,44.0,21.0,11.0,['Diploma'],['Diploma'],5.39,5.89,6.46,6.96,7.12,7.48,6.55
50165,COMPUTER ENGINEERING,689:KCCE,7184701,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,54.0,23.0,22.0,18.0,50.0,21.0,17.0,50.0,21.0,22.0,16.0,55.0,20.0,9.0,['Diploma'],['Diploma'],6.54,6.39,7.83,7.42,7.52,8.3,7.33
50167,COMPUTER ENGINEERING,689:KCCE,7184703,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,60.0,23.0,23.0,19.0,59.0,23.0,17.0,51.0,23.0,24.0,19.0,38.0,23.0,10.0,['Diploma'],['Diploma'],6.04,5.96,7.88,7.83,8.4,8.63,7.46
50172,COMPUTER ENGINEERING,689:KCCE,7184708,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,57.0,22.0,23.0,19.0,67.0,22.0,18.0,59.0,23.0,23.0,18.0,55.0,21.0,14.0,['Diploma'],['Diploma'],6.39,5.86,8.92,8.54,8.76,9.26,7.96
50173,COMPUTER ENGINEERING,689:KCCE,7184709,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,47.0,22.0,23.0,18.0,46.0,21.0,17.0,43.0,22.0,23.0,18.0,32.0,22.0,13.0,['Diploma'],['Diploma'],5.32,5.46,5.88,6.58,7.44,7.89,6.43
50174,COMPUTER ENGINEERING,689:KCCE,7184710,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,56.0,21.0,22.0,16.0,52.0,22.0,18.0,53.0,22.0,23.0,19.0,55.0,21.0,11.0,['Diploma'],['Diploma'],6.18,6.39,8.62,8.58,7.64,8.37,7.63
50175,COMPUTER ENGINEERING,689:KCCE,7184711,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,48.0,20.0,22.0,17.0,52.0,22.0,19.0,42.0,23.0,22.0,18.0,64.0,21.0,10.0,['Diploma'],['Diploma'],5.96,5.86,7.83,8.25,8.76,8.52,7.53
50177,COMPUTER ENGINEERING,689:KCCE,7184713,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,52.0,22.0,22.0,19.0,63.0,23.0,19.0,54.0,21.0,22.0,18.0,55.0,22.0,15.0,['Diploma'],['Diploma'],5.75,5.82,6.92,8.29,7.92,9.11,7.3
50181,COMPUTER ENGINEERING,689:KCCE,7184717,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,53.0,19.0,20.0,19.0,48.0,20.0,17.0,32.0,20.0,21.0,17.0,37.0,20.0,11.0,['Diploma'],['Diploma'],6.04,5.14,6.75,6.88,7.32,7.7,6.64
50182,COMPUTER ENGINEERING,689:KCCE,7184718,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,44.0,19.0,19.0,15.0,46.0,20.0,13.0,50.0,21.0,22.0,17.0,38.0,19.0,8.0,['Diploma'],['Diploma'],5.43,5.68,6.92,6.0,7.44,7.52,6.5
50183,COMPUTER ENGINEERING,689:KCCE,7184719,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,49.0,21.0,20.0,16.0,67.0,22.0,16.0,45.0,23.0,23.0,18.0,50.0,20.0,11.0,['Diploma'],['Diploma'],5.64,6.71,7.83,6.75,8.56,8.67,7.36
50185,COMPUTER ENGINEERING,689:KCCE,7184721,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,49.0,17.0,19.0,13.0,49.0,16.0,17.0,50.0,16.0,17.0,17.0,42.0,16.0,8.0,['Diploma'],['Diploma'],6.04,6.61,8.42,7.29,6.84,7.37,7.1
50193,COMPUTER ENGINEERING,689:KCCE,7184729,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,34.0,22.0,22.0,17.0,64.0,21.0,16.0,50.0,21.0,22.0,16.0,42.0,22.0,13.0,['Diploma'],['Diploma'],5.07,5.57,6.42,6.79,7.6,8.37,6.64
50194,COMPUTER ENGINEERING,689:KCCE,7184730,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,49.0,21.0,22.0,14.0,64.0,21.0,13.0,39.0,23.0,24.0,19.0,53.0,22.0,9.0,['Diploma'],['Diploma'],6.46,5.86,6.58,7.04,7.28,8.37,6.93
50195,COMPUTER ENGINEERING,689:KCCE,7184731,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,49.0,20.0,20.0,16.0,50.0,21.0,17.0,43.0,22.0,23.0,17.0,43.0,20.0,13.0,['Diploma'],['Diploma'],5.57,5.14,6.92,7.38,7.6,8.0,6.77
50196,COMPUTER ENGINEERING,689:KCCE,7184732,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,51.0,21.0,23.0,18.0,65.0,21.0,18.0,54.0,23.0,24.0,19.0,45.0,22.0,11.0,['Diploma'],['Diploma'],5.93,5.75,7.83,7.83,7.32,8.67,7.22
50197,COMPUTER ENGINEERING,689:KCCE,7184733,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,45.0,21.0,21.0,17.0,58.0,22.0,17.0,54.0,23.0,23.0,17.0,47.0,22.0,9.0,['Diploma'],['Diploma'],5.64,5.79,7.62,7.79,7.92,8.52,7.21
50198,COMPUTER ENGINEERING,689:KCCE,7184734,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,44.0,19.0,19.0,15.0,51.0,20.0,16.0,36.0,20.0,21.0,15.0,36.0,17.0,9.0,['Diploma'],['Diploma'],5.86,5.79,6.67,6.42,7.12,7.26,6.52
50199,COMPUTER ENGINEERING,689:KCCE,7184735,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,53.0,23.0,23.0,18.0,54.0,23.0,19.0,48.0,23.0,23.0,19.0,37.0,23.0,11.0,['Diploma'],['Diploma'],5.36,5.5,7.33,8.17,8.08,8.22,7.11
50200,COMPUTER ENGINEERING,689:KCCE,7184736,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,39.0,23.0,23.0,15.0,52.0,23.0,14.0,45.0,23.0,23.0,18.0,43.0,22.0,8.0,['Diploma'],['Diploma'],5.82,5.36,6.88,6.96,7.76,7.93,6.79
50204,COMPUTER ENGINEERING,689:KCCE,7184740,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,62.0,22.0,23.0,15.0,42.0,24.0,16.0,32.0,24.0,23.0,17.0,32.0,23.0,10.0,['Diploma'],['Diploma'],5.96,6.32,6.92,6.83,8.08,7.63,6.96
50205,COMPUTER ENGINEERING,689:KCCE,7184741,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,34.0,22.0,23.0,16.0,43.0,20.0,15.0,46.0,23.0,22.0,16.0,36.0,21.0,10.0,['Diploma'],['Diploma'],5.25,5.5,6.83,6.75,7.28,7.59,6.53
50208,COMPUTER ENGINEERING,689:KCCE,7184744,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,52.0,22.0,23.0,19.0,43.0,22.0,19.0,55.0,21.0,22.0,18.0,56.0,23.0,12.0,['Diploma'],['Diploma'],7.04,6.64,7.67,8.42,8.88,8.52,7.86
50210,COMPUTER ENGINEERING,689:KCCE,7184746,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,37.0,22.0,21.0,14.0,50.0,20.0,14.0,27.0,0.0,20.0,16.0,20.0,45.0,9.0,['Diploma'],['Diploma'],5.61,5.07,6.21,5.71,7.76,7.63,6.33
50211,COMPUTER ENGINEERING,689:KCCE,7184747,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,44.0,22.0,22.0,16.0,55.0,22.0,15.0,39.0,23.0,23.0,18.0,42.0,21.0,9.0,['Diploma'],['Diploma'],5.89,6.11,6.75,7.5,8.24,8.07,7.09
50213,COMPUTER ENGINEERING,689:KCCE,7184749,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,57.0,21.0,21.0,18.0,52.0,19.0,17.0,55.0,19.0,20.0,18.0,62.0,20.0,10.0,['Diploma'],['Diploma'],5.86,6.64,7.5,7.67,8.16,8.7,7.42
50215,COMPUTER ENGINEERING,689:KCCE,7184751,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,66.0,22.0,23.0,20.0,57.0,23.0,18.0,56.0,23.0,24.0,19.0,62.0,23.0,14.0,['Diploma'],['Diploma'],6.18,7.54,9.17,8.92,9.52,9.56,8.48
50216,COMPUTER ENGINEERING,689:KCCE,7184752,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,50.0,18.0,20.0,12.0,60.0,18.0,16.0,54.0,19.0,21.0,16.0,39.0,19.0,9.0,['Diploma'],['Diploma'],5.68,5.68,6.58,6.04,7.64,8.26,6.65
50217,COMPUTER ENGINEERING,689:KCCE,7184753,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,40.0,23.0,24.0,19.0,57.0,22.0,12.0,49.0,24.0,23.0,16.0,38.0,24.0,10.0,['Diploma'],['Diploma'],6.89,6.64,7.67,8.5,7.6,7.78,7.51
50221,COMPUTER ENGINEERING,689:KCCE,7184757,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,37.0,22.0,23.0,18.0,46.0,23.0,16.0,35.0,23.0,23.0,17.0,40.0,22.0,9.0,['Diploma'],['Diploma'],5.32,5.61,7.29,7.54,7.56,7.59,6.82
50223,COMPUTER ENGINEERING,689:KCCE,7184759,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,36.0,18.0,19.0,16.0,52.0,19.0,14.0,42.0,22.0,22.0,16.0,48.0,18.0,9.0,['Diploma'],['Diploma'],6.0,5.93,6.08,6.5,6.92,7.3,6.46
50224,COMPUTER ENGINEERING,689:KCCE,7184760,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,57.0,22.0,23.0,19.0,42.0,22.0,13.0,32.0,23.0,23.0,19.0,44.0,22.0,11.0,['Diploma'],['Diploma'],6.11,6.61,7.83,7.12,7.76,8.07,7.25
50225,COMPUTER ENGINEERING,689:KCCE,7184761,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,51.0,19.0,20.0,17.0,33.0,19.0,15.0,38.0,21.0,22.0,17.0,36.0,17.0,11.0,['Diploma'],['Diploma'],6.96,6.71,8.0,6.92,6.84,7.11,7.09
50228,COMPUTER ENGINEERING,689:KCCE,7184764,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,43.0,23.0,23.0,17.0,55.0,22.0,16.0,53.0,22.0,22.0,14.0,45.0,23.0,11.0,['Diploma'],['Diploma'],5.96,7.43,7.33,7.5,7.92,8.22,7.39
50230,COMPUTER ENGINEERING,689:KCCE,7184766,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,32.0,19.0,20.0,14.0,41.0,18.0,10.0,32.0,21.0,20.0,14.0,38.0,17.0,9.0,['Diploma'],['Diploma'],4.57,5.46,5.46,5.17,5.88,6.48,5.5
50232,COMPUTER ENGINEERING,689:KCCE,7184768,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,50.0,20.0,22.0,16.0,46.0,20.0,13.0,54.0,20.0,21.0,17.0,54.0,21.0,13.0,['Diploma'],['Diploma'],5.64,5.57,6.71,6.54,7.72,8.22,6.73
50235,COMPUTER ENGINEERING,689:KCCE,7184771,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,48.0,22.0,23.0,18.0,64.0,22.0,11.0,32.0,23.0,24.0,16.0,43.0,22.0,12.0,['Diploma'],['Diploma'],5.32,5.79,6.38,6.17,7.2,8.04,6.48
50236,COMPUTER ENGINEERING,689:KCCE,7184772,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,46.0,23.0,24.0,16.0,38.0,22.0,10.0,38.0,22.0,23.0,12.0,38.0,24.0,17.0,['Diploma'],['Diploma'],4.89,5.18,6.54,6.33,7.92,7.63,6.42
50237,COMPUTER ENGINEERING,689:KCCE,7184773,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,41.0,20.0,21.0,15.0,47.0,20.0,14.0,32.0,20.0,21.0,14.0,51.0,21.0,11.0,['Diploma'],['Diploma'],5.21,4.86,5.88,6.79,7.4,7.7,6.31
50238,COMPUTER ENGINEERING,689:KCCE,7184774,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,55.0,19.0,20.0,14.0,59.0,19.0,11.0,44.0,22.0,22.0,11.0,39.0,18.0,9.0,['Diploma'],['Diploma'],5.14,5.29,5.46,6.08,6.88,7.52,6.06
50246,COMPUTER ENGINEERING,689:KCCE,7184782,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,36.0,21.0,20.0,14.0,64.0,20.0,11.0,41.0,20.0,20.0,11.0,44.0,19.0,8.0,['Diploma'],['Diploma'],5.0,5.75,6.67,6.17,7.08,8.0,6.45
50247,COMPUTER ENGINEERING,689:KCCE,7184783,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,47.0,21.0,22.0,16.0,37.0,21.0,15.0,40.0,20.0,20.0,17.0,35.0,20.0,9.0,['Diploma'],['Diploma'],5.71,5.36,7.58,7.42,7.28,7.41,6.79
50248,COMPUTER ENGINEERING,689:KCCE,7184784,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,43.0,21.0,20.0,12.0,44.0,20.0,13.0,44.0,21.0,22.0,13.0,38.0,19.0,9.0,['Diploma'],['Diploma'],5.71,5.21,6.5,7.0,7.6,7.41,6.57
50250,COMPUTER ENGINEERING,689:KCCE,7184786,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,38.0,17.0,22.0,11.0,56.0,18.0,10.0,37.0,20.0,21.0,13.0,42.0,17.0,9.0,['Diploma'],['Diploma'],5.61,4.75,5.96,6.88,7.0,7.44,6.27
50255,COMPUTER ENGINEERING,689:KCCE,7184791,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,55.0,20.0,22.0,15.0,58.0,20.0,15.0,50.0,22.0,22.0,17.0,39.0,19.0,12.0,['Diploma'],['Diploma'],5.64,5.68,6.67,7.5,7.0,8.26,6.79
50279,COMPUTER ENGINEERING,690:SIES,7184815,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,45.0,21.0,20.0,19.0,57.0,23.0,18.0,52.0,23.0,22.0,16.0,53.0,22.0,18.0,['Diploma'],['Diploma'],8.14,8.71,8.67,9.29,8.56,8.67,8.67
50289,COMPUTER ENGINEERING,690:SIES,7184825,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,39.0,17.0,17.0,9.0,54.0,16.0,13.0,43.0,19.0,20.0,11.0,45.0,19.0,14.0,['Diploma'],['Diploma'],5.39,5.54,7.21,7.83,7.4,7.33,6.78
50294,COMPUTER ENGINEERING,690:SIES,7184830,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,44.0,18.0,17.0,9.0,48.0,20.0,16.0,52.0,19.0,18.0,9.0,38.0,18.0,18.0,['Diploma'],['Diploma'],5.64,6.32,7.83,7.92,8.4,7.74,7.31
50295,COMPUTER ENGINEERING,690:SIES,7184831,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,52.0,20.0,21.0,17.0,68.0,21.0,17.0,54.0,23.0,23.0,12.0,50.0,22.0,18.0,['Diploma'],['Diploma'],7.07,7.89,8.17,8.79,8.2,8.67,8.13
50297,COMPUTER ENGINEERING,690:SIES,7184833,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,44.0,19.0,17.0,8.0,40.0,19.0,12.0,40.0,18.0,18.0,9.0,56.0,20.0,12.0,['Diploma'],['Diploma'],5.68,6.0,6.08,6.17,8.16,7.44,6.59
50299,COMPUTER ENGINEERING,690:SIES,7184835,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,37.0,18.0,19.0,8.0,62.0,19.0,10.0,53.0,18.0,21.0,10.0,52.0,17.0,13.0,['Diploma'],['Diploma'],5.57,6.29,6.17,7.96,7.76,7.85,6.93
50300,COMPUTER ENGINEERING,690:SIES,7184836,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,33.0,17.0,16.0,9.0,42.0,17.0,12.0,34.0,19.0,19.0,8.0,46.0,16.0,11.0,['Diploma'],['Diploma'],5.04,4.93,5.33,5.67,5.96,6.67,5.6
50301,COMPUTER ENGINEERING,690:SIES,7184837,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,50.0,19.0,17.0,11.0,41.0,16.0,8.0,45.0,19.0,18.0,10.0,46.0,15.0,12.0,['Diploma'],['Diploma'],6.46,6.71,7.46,6.21,7.92,7.3,7.01
50305,COMPUTER ENGINEERING,690:SIES,7184841,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,54.0,18.0,18.0,13.0,55.0,21.0,14.0,40.0,21.0,19.0,10.0,56.0,18.0,16.0,['Diploma'],['Diploma'],5.86,5.71,6.92,7.38,8.04,8.07,7.0
50306,COMPUTER ENGINEERING,690:SIES,7184842,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,70.0,17.0,17.0,12.0,54.0,17.0,13.0,56.0,19.0,20.0,13.0,57.0,15.0,18.0,['Diploma'],['Diploma'],7.54,7.5,7.63,8.21,8.44,8.63,7.99
50309,COMPUTER ENGINEERING,690:SIES,7184845,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,32.0,18.0,18.0,9.0,33.0,17.0,10.0,34.0,20.0,18.0,10.0,32.0,22.0,13.0,['Diploma'],['Diploma'],4.89,5.11,5.13,5.88,6.92,6.33,5.71
50310,COMPUTER ENGINEERING,690:SIES,7184846,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,69.0,18.0,18.0,10.0,50.0,19.0,15.0,50.0,19.0,21.0,15.0,53.0,17.0,18.0,['Diploma'],['Diploma'],6.0,6.82,8.0,8.38,8.16,8.52,7.65
50312,COMPUTER ENGINEERING,690:SIES,7184848,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,68.0,20.0,19.0,20.0,59.0,21.0,17.0,70.0,23.0,22.0,14.0,60.0,23.0,18.0,['Diploma'],['Diploma'],5.93,6.21,7.58,8.21,8.68,9.63,7.71
50317,COMPUTER ENGINEERING,690:SIES,7184853,CPE8035:BIG,P,CPC801,CPC802,CPC803,ELECTIVEIII,48.0,19.0,18.0,8.0,57.0,21.0,15.0,44.0,20.0,18.0,8.0,32.0,16.0,16.0,['Diploma'],['Diploma'],5.75,5.93,6.71,7.75,7.64,7.59,6.9
50356,COMPUTER ENGINEERING,690:SIES,7184892,CPE8035:BIG,P,CPC801,CPC802,CPC803,ELECTIVEIII,56.0,17.0,17.0,8.0,64.0,18.0,10.0,40.0,20.0,19.0,8.0,50.0,16.0,13.0,['Diploma'],['Diploma'],5.96,5.79,6.96,6.5,7.76,7.78,6.79
50361,COMPUTER ENGINEERING,690:SIES,7184897,CPE8035:BIG,P,CPC801,CPC802,CPC803,ELECTIVEIII,39.0,19.0,21.0,11.0,47.0,22.0,18.0,59.0,21.0,19.0,10.0,61.0,19.0,18.0,['Diploma'],['Diploma'],6.14,6.21,7.04,7.25,7.84,8.33,7.14
50367,COMPUTER ENGINEERING,691:KJSIET,7184903,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,47.0,19.0,21.0,15.0,51.0,21.0,14.0,51.0,20.0,21.0,16.0,47.0,18.0,11.0,['Diploma'],['Diploma'],6.07,5.57,6.71,6.79,7.56,8.04,6.79
50371,COMPUTER ENGINEERING,691:KJSIET,7184907,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,58.0,23.0,20.0,15.0,52.0,23.0,13.0,40.0,20.0,21.0,15.0,55.0,20.0,13.0,['Diploma'],['Diploma'],7.68,7.79,8.08,7.38,7.8,8.22,7.83
50375,COMPUTER ENGINEERING,691:KJSIET,7184911,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,50.0,18.0,21.0,13.0,58.0,23.0,15.0,41.0,20.0,19.0,11.0,36.0,22.0,14.0,['Diploma'],['Diploma'],5.75,5.82,7.5,7.29,7.4,7.78,6.92
50389,COMPUTER ENGINEERING,691:KJSIET,7184925,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,62.0,22.0,21.0,15.0,58.0,24.0,16.0,32.0,19.0,19.0,14.0,52.0,20.0,15.0,['Diploma'],['Diploma'],6.11,6.25,7.63,7.38,6.8,8.11,7.05
50416,COMPUTER ENGINEERING,691:KJSIET,7184952,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,49.0,22.0,19.0,13.0,58.0,21.0,20.0,46.0,18.0,20.0,18.0,62.0,22.0,16.0,['Diploma'],['Diploma'],6.54,7.18,8.21,8.0,7.76,8.56,7.71
50419,COMPUTER ENGINEERING,691:KJSIET,7184955,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,63.0,22.0,22.0,10.0,61.0,23.0,18.0,54.0,18.0,22.0,18.0,53.0,23.0,16.0,['Diploma'],['Diploma'],6.5,7.54,8.46,8.17,7.44,8.59,7.78
50420,COMPUTER ENGINEERING,691:KJSIET,7184956,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,53.0,24.0,23.0,14.0,65.0,23.0,20.0,58.0,22.0,23.0,20.0,60.0,24.0,16.0,['Diploma'],['Diploma'],7.0,7.21,8.54,8.83,9.52,9.26,8.39
50421,COMPUTER ENGINEERING,691:KJSIET,7184957,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,42.0,23.0,20.0,11.0,47.0,22.0,10.0,40.0,20.0,21.0,14.0,36.0,22.0,14.0,['Diploma'],['Diploma'],5.0,5.54,7.33,7.17,7.2,7.41,6.61
50426,COMPUTER ENGINEERING,691:KJSIET,7184962,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,55.0,22.0,21.0,14.0,59.0,24.0,15.0,49.0,22.0,22.0,17.0,60.0,24.0,16.0,['Diploma'],['Diploma'],7.14,7.14,9.58,8.33,8.08,8.67,8.16
50427,COMPUTER ENGINEERING,691:KJSIET,7184963,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,53.0,22.0,22.0,14.0,62.0,24.0,19.0,35.0,22.0,22.0,16.0,61.0,24.0,16.0,['Diploma'],['Diploma'],7.75,7.96,9.67,8.33,8.2,8.81,8.45
50431,COMPUTER ENGINEERING,691:KJSIET,7184967,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,47.0,22.0,22.0,14.0,62.0,23.0,15.0,41.0,19.0,20.0,14.0,50.0,24.0,15.0,['Diploma'],['Diploma'],5.96,5.96,7.63,7.63,7.6,8.33,7.19
50433,COMPUTER ENGINEERING,691:KJSIET,7184969,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,43.0,20.0,20.0,14.0,54.0,21.0,15.0,51.0,21.0,19.0,17.0,50.0,24.0,16.0,['Diploma'],['Diploma'],5.93,7.11,7.88,8.33,7.84,8.07,7.53
50434,COMPUTER ENGINEERING,691:KJSIET,7184970,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,41.0,21.0,23.0,16.0,58.0,24.0,20.0,60.0,21.0,23.0,18.0,53.0,24.0,18.0,['Diploma'],['Diploma'],6.75,7.96,9.67,9.38,9.52,8.81,8.68
50437,COMPUTER ENGINEERING,691:KJSIET,7184973,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,42.0,22.0,20.0,13.0,57.0,24.0,18.0,42.0,20.0,20.0,17.0,50.0,24.0,17.0,['Diploma'],['Diploma'],7.11,7.29,8.88,8.46,8.96,8.22,8.15
50438,COMPUTER ENGINEERING,691:KJSIET,7184974,CPE8034:DIGITAL,P,CPC801,CPC802,CPC803,ELECTIVEIII,50.0,21.0,21.0,12.0,58.0,24.0,16.0,50.0,21.0,21.0,17.0,50.0,23.0,14.0,['Diploma'],['Diploma'],6.43,6.5,7.79,8.08,7.64,7.93,7.4
50443,COMPUTER ENGINEERING,692:SCE,7184979,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,55.0,22.0,20.0,17.0,58.0,22.0,16.0,56.0,22.0,20.0,15.0,55.0,22.0,10.0,['Diploma'],['Diploma'],5.36,6.54,6.71,7.08,7.76,8.67,7.02
50445,COMPUTER ENGINEERING,692:SCE,7184981,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,54.0,21.0,18.0,18.0,55.0,23.0,15.0,52.0,23.0,17.0,13.0,32.0,23.0,12.0,['Diploma'],['Diploma'],5.79,6.0,6.67,6.58,7.68,7.81,6.76
50446,COMPUTER ENGINEERING,692:SCE,7184982,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,53.0,21.0,19.0,18.0,55.0,20.0,13.0,41.0,21.0,21.0,14.0,41.0,20.0,14.0,['Diploma'],['Diploma'],6.36,6.18,6.29,7.67,8.24,8.04,7.13
50447,COMPUTER ENGINEERING,692:SCE,7184983,CPE8031:MACHINE,P,CPC801,CPC802,CPC803,ELECTIVEIII,54.0,20.0,19.0,13.0,63.0,21.0,13.0,54.0,20.0,19.0,13.0,42.0,20.0,11.0,['Diploma'],['Diploma'],5.68,5.57,6.12,6.29,7.16,8.22,6.51
