university,page_no,department,exam_held_on,college_code,result_date,seat_no,elective,result,c1,c2,c3,c4,c5,c6,c1_th,c1_tw,c1_or,c1_in,c2_th,c2_tw,c2_or,c2_in,c3_th,c3_tw,c3_or,c3_in,c4_th,c4_tw,c4_or,c4_in,c5_tw,c5_or,c6_tw,c6_or,sem_1,sem_2,sem_3,sem_4,sem_5,sem_6,sem_7,sem_8,cgpi
"UNIVERSITY OF MUMBAI 
",123,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280481,['ISE8041:NUCLEAR'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,45,19,20,15,60,18,20,15,44,17,18,17,62,21,19,16,48,48,,,['6.52'],['6.93'],['7.22'],['7.19'],['6.75'],['8.25'],['8.39'],8.62,['7.48']
"UNIVERSITY OF MUMBAI 
",123,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280482,['ISE8041:NUCLEAR'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,63,19,21,16,46,17,18,12,53,18,21,15,45,22,21,14,48,47,,,['7.07'],['7.07'],['7.33'],['7.67'],['7.14'],['7.25'],['8.11'],8.04,['7.46']
"UNIVERSITY OF MUMBAI 
",124,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280483,['ISE8041:NUCLEAR'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,52,23,23,19,51,23,22,15,48,22,19,16,52,24,24,16,49,48,,,['7.70'],['8.78'],['9.81'],['8.56'],['8.50'],['8.54'],['8.14'],8.31,['8.54']
"UNIVERSITY OF MUMBAI 
",124,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280484,['ISE8041:NUCLEAR'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,56,21,21,18,52,21,20,15,59,21,20,17,45,22,22,13,46,44,,,['6.74'],['7.56'],['8.07'],['8.00'],['6.96'],['7.68'],['8.04'],8.46,['7.69']
"UNIVERSITY OF MUMBAI 
",124,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280485,['ISE8041:NUCLEAR'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,44,21,21,13,41,21,18,11,61,21,19,15,46,22,19,13,47,48,,,['5.96'],['6.07'],['6.59'],['6.81'],['6.25'],['6.75'],['7.21'],7.96,['6.70']
"UNIVERSITY OF MUMBAI 
",124,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280486,['ISE8041:NUCLEAR'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,35,17,17,10,38,17,18,12,48,17,16,11,54,20,19,10,39,35,,,['5.65'],['5.39'],['5.70'],['5.74'],['5.57'],['5.79'],['6.68'],6.73,['5.91']
"UNIVERSITY OF MUMBAI 
",125,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280487,['ISE8041:NUCLEAR'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,46,22,21,16,48,22,20,12,58,22,21,16,52,22,21,13,46,44,,,['6.20'],['6.59'],['6.37'],['6.56'],['6.36'],['7.04'],['7.00'],8.31,['6.80']
"UNIVERSITY OF MUMBAI 
",125,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280488,['ISE8041:NUCLEAR'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,68,22,22,15,49,22,21,13,47,21,20,17,56,21,22,13,48,47,,,['6.63'],['7.44'],['8.63'],['7.78'],['7.64'],['7.64'],['7.71'],8.62,['7.76']
"UNIVERSITY OF MUMBAI 
",125,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280489,['ISE8041:NUCLEAR'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,33,19,19,14,38,18,15,13,47,18,18,15,55,20,20,10,40,40,,,['Diploma'],['Diploma'],['6.11'],['5.85'],['6.07'],['5.68'],['0.00'],7.46,['--']
"UNIVERSITY OF MUMBAI 
",125,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280490,['ISE8041:NUCLEAR'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,74,24,24,20,63,24,23,16,65,24,23,18,55,24,24,16,49,49,,,['8.56'],['8.11'],['9.41'],['9.63'],['9.57'],['10.00;'],['9.29'],9.54,['9.26']
"UNIVERSITY OF MUMBAI 
",126,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280491,['ISE8041:NUCLEAR'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,59,22,19,17,49,23,21,15,62,23,17,16,50,22,19,13,40,40,,,['4.53'],['5.18'],['5.63'],['5.52'],['7.00'],['6.89'],['7.29'],8.77,['6.35']
"UNIVERSITY OF MUMBAI 
",126,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280492,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,59,19,20,16,52,19,22,15,55,19,20,13,52,20,20,13,48,46,,,['Diploma'],['Diploma'],['6.93'],['6.70'],['6.46'],['7.14'],['8.04'],8.38,['7.28']
"UNIVERSITY OF MUMBAI 
",126,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280493,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,43,19,17,11,38,18,18,8,46,18,17,10,33,18,19,9,43,40,,,['6.02'],['5.35'],['5.37'],['6.22'],['5.86'],['0.00'],['6.00'],6.77,['--']
"UNIVERSITY OF MUMBAI 
",126,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280494,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,39,21,19,15,42,22,20,12,51,22,19,13,32,22,19,14,45,40,,,['Diploma'],['Diploma'],['6.89'],['6.96'],['6.39'],['6.75'],['6.75'],7.54,['6.88']
"UNIVERSITY OF MUMBAI 
",127,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280495,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,64,23,21,16,55,23,23,12,61,23,22,14,56,19,20,14,49,49,,,['6.98'],['7.22'],['7.89'],['7.67'],['8.43'],['9.00'],['8.54'],9.04,['8.10']
"UNIVERSITY OF MUMBAI 
",127,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280496,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,54,18,17,15,45,18,18,13,56,18,20,13,42,21,20,15,48,45,,,['6.15'],['6.44'],['7.19'],['6.30'],['6.68'],['6.14'],['6.86'],7.65,['6.68']
"UNIVERSITY OF MUMBAI 
",127,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280497,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,48,22,22,16,65,20,18,15,49,20,20,14,60,18,22,11,48,46,,,['Diploma'],['Diploma'],['7.81'],['7.19'],['7.07'],['7.82'],['8.18'],8.73,['7.80']
"UNIVERSITY OF MUMBAI 
",127,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280498,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,48,23,21,15,56,24,24,14,41,24,21,16,38,24,23,15,44,44,,,['5.85'],['6.31'],['6.63'],['7.37'],['6.79'],['6.39'],['7.50'],8.00,['6.86']
"UNIVERSITY OF MUMBAI 
",128,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280499,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,32,16,18,13,54,15,15,8,42,15,17,12,42,15,22,16,49,47,,,['5.52'],['6.19'],['5.70'],['5.81'],['5.86'],['5.04'],['6.50'],7.12,['5.97']
"UNIVERSITY OF MUMBAI 
",128,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280500,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,64,21,20,18,40,22,19,12,53,22,20,16,48,22,21,12,48,46,,,['5.30'],['5.63'],['6.70'],['6.04'],['6.29'],['5.89'],['6.64'],8.46,['6.37']
"UNIVERSITY OF MUMBAI 
",128,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280501,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,50,14,17,10,41,12,13,11,53,12,14,9,37,12,12,9,40,41,,,['5.85'],['5.70'],['5.19'],['5.33'],['5.89'],['5.11'],['0.00'],7.08,['--']
"UNIVERSITY OF MUMBAI 
",128,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280502,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,43,22,21,14,51,22,20,15,43,22,20,15,60,22,20,13,42,42,,,['5.81'],['5.63'],['6.74'],['7.26'],['7.43'],['7.00'],['8.07'],8.00,['6.99']
"UNIVERSITY OF MUMBAI 
",129,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280503,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,63,24,23,19,67,24,24,16,46,24,23,16,51,24,24,18,44,43,,,['6.63'],['6.11'],['6.41'],['7.19'],['7.25'],['6.57'],['8.25'],9.08,['7.19']
"UNIVERSITY OF MUMBAI 
",129,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280504,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,44,21,21,13,58,21,20,13,44,21,22,11,45,21,20,13,46,47,,,['Diploma'],['Diploma'],['5.93'],['6.70'],['6.93'],['6.43'],['7.68'],7.85,['6.92']
"UNIVERSITY OF MUMBAI 
",129,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280505,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,51,21,17,10,45,21,20,11,47,21,19,11,36,21,20,13,46,45,,,['Diploma'],['Diploma'],['5.44'],['5.81'],['5.64'],['5.54'],['6.75'],7.50,['6.11']
"UNIVERSITY OF MUMBAI 
",129,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280506,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,51,21,21,14,67,21,22,15,62,21,19,12,49,21,20,12,45,46,,,['Diploma'],['Diploma'],['5.81'],['7.22'],['7.29'],['6.68'],['7.82'],8.77,['7.27']
"UNIVERSITY OF MUMBAI 
",130,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280507,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,58,18,19,9,55,16,18,10,54,16,17,8,60,17,14,8,35,46,,,['5.35'],['5.48'],['5.74'],['5.70'],['6.11'],['5.71'],['6.39'],7.73,['6.03']
"UNIVERSITY OF MUMBAI 
",130,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280508,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,59,18,20,11,53,18,18,10,47,18,19,12,50,18,19,11,48,48,,,['5.78'],['5.48'],['5.74'],['5.78'],['5.86'],['5.43'],['7.14'],7.88,['6.14']
"UNIVERSITY OF MUMBAI 
",130,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280509,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,60,24,24,17,53,24,24,16,59,24,20,15,53,24,23,18,49,47,,,['6.56'],['7.02'],['8.37'],['8.48'],['8.18'],['9.00'],['9.32'],8.77,['8.21']
"UNIVERSITY OF MUMBAI 
",130,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280510,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,54,19,19,15,56,18,20,15,57,18,18,12,49,18,20,11,49,48,,,['Diploma'],['Diploma'],['5.67'],['6.11'],['6.18'],['5.68'],['6.96'],8.12,['6.45']
"UNIVERSITY OF MUMBAI 
",131,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280511,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,33,18,19,9,35,17,17,9,35,17,18,8,36,17,14,8,35,35,,,['Diploma'],['Diploma'],['6.37'],['5.85'],['5.82'],['6.61'],['6.18'],5.46,['6.05']
"UNIVERSITY OF MUMBAI 
",131,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280512,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,57,23,22,18,59,24,24,17,70,24,22,19,56,24,24,18,42,43,,,['6.37'],['7.00'],['8.78'],['8.15'],['7.71'],['8.32'],['8.71'],9.38,['8.05']
"UNIVERSITY OF MUMBAI 
",131,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280513,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,64,24,23,17,57,24,24,16,52,24,22,16,52,24,24,14,49,47,,,['6.78'],['7.04'],['6.78'],['6.78'],['6.57'],['9.39'],['9.14'],8.77,['7.66']
"UNIVERSITY OF MUMBAI 
",131,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280514,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,46,17,16,8,50,17,15,8,33,17,16,8,40,15,16,8,37,36,,,['Diploma'],['Diploma'],['4.78'],['4.44'],['4.87'],['4.40'],['0.00'],6.15,['--']
"UNIVERSITY OF MUMBAI 
",132,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280515,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,33,19,19,13,36,19,19,11,51,19,17,11,37,19,19,8,40,47,,,['Diploma'],['Diploma'],['5.74'],['5.89'],['6.39'],['5.82'],['5.61'],7.04,['6.08']
"UNIVERSITY OF MUMBAI 
",132,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280516,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,35,20,20,13,48,20,19,8,42,20,18,8,45,20,20,10,47,48,,,['Diploma'],['Diploma'],['6.56'],['5.96'],['6.46'],['6.07'],['7.18'],7.31,['6.59']
"UNIVERSITY OF MUMBAI 
",132,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280517,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,45,19,19,12,43,17,17,11,44,17,16,10,45,15,17,10,40,44,,,['Diploma'],['Diploma'],['5.93'],['5.41'],['5.57'],['5.46'],['6.75'],7.15,['6.05']
"UNIVERSITY OF MUMBAI 
",132,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280518,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,77,24,24,20,54,24,24,18,68,24,21,19,62,24,24,18,49,46,,,['7.00'],['7.44'],['8.44'],['9.37'],['9.36'],['9.00'],['9.00'],9.69,['8.66']
"UNIVERSITY OF MUMBAI 
",133,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280519,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,64,20,19,14,45,21,22,16,57,21,20,14,62,21,20,15,48,46,,,['7.04'],['6.50'],['8.44'],['9.00'],['8.54'],['8.54'],['9.11'],8.88,['8.26']
"UNIVERSITY OF MUMBAI 
",133,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280520,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,70,24,24,20,66,24,24,19,68,24,23,19,73,24,24,19,48,47,,,['6.22'],['6.93'],['7.04'],['8.00'],['8.82'],['9.39'],['9.29'],10.00,['8.21']
"UNIVERSITY OF MUMBAI 
",133,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280521,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,51,23,20,17,52,24,23,12,51,24,21,17,52,24,21,11,43,36,,,['Diploma'],['Diploma'],['5.48'],['6.22'],['6.61'],['5.75'],['7.36'],7.92,['6.56']
"UNIVERSITY OF MUMBAI 
",133,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280522,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,67,17,18,12,54,16,17,8,57,16,16,10,40,18,17,12,35,48,,,['6.52'],['6.17'],['5.63'],['5.93'],['6.11'],['6.14'],['7.29'],7.92,['6.46']
"UNIVERSITY OF MUMBAI 
",134,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280523,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,50,20,19,14,60,23,19,10,45,21,18,9,47,21,21,11,40,45,,,['Diploma'],['Diploma'],['6.22'],['5.70'],['6.04'],['0.00'],['5.43'],7.92,['--']
"UNIVERSITY OF MUMBAI 
",134,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280524,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,51,21,17,16,50,21,20,11,48,21,16,12,49,21,20,10,41,46,,,['Diploma'],['Diploma'],['6.26'],['5.48'],['5.68'],['5.89'],['7.00'],7.88,['6.37']
"UNIVERSITY OF MUMBAI 
",134,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280525,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,62,18,18,9,44,17,16,8,52,17,14,8,44,17,16,8,42,44,,,['Diploma'],['Diploma'],['6.15'],['6.52'],['6.29'],['6.32'],['7.14'],7.58,['6.67']
"UNIVERSITY OF MUMBAI 
",134,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280526,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,63,22,20,15,53,22,22,16,58,22,19,16,48,22,21,16,48,45,,,['Diploma'],['Diploma'],['7.59'],['8.22'],['7.36'],['7.89'],['8.25'],8.62,['7.99']
"UNIVERSITY OF MUMBAI 
",135,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280527,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,34,16,17,12,41,15,14,12,47,15,15,11,40,15,16,9,40,47,,,['5.33'],['5.69'],['6.04'],['5.81'],['0.00'],['0.00'],['5.75'],6.73,['--']
"UNIVERSITY OF MUMBAI 
",135,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280528,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,52,24,21,18,42,24,23,12,57,24,22,16,34,24,21,12,48,45,,,['Diploma'],['Diploma'],['8.04'],['7.30'],['7.43'],['7.04'],['7.14'],8.00,['7.49']
"UNIVERSITY OF MUMBAI 
",135,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280529,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,49,18,18,13,48,17,15,14,49,17,20,9,49,17,18,11,35,35,,,['Diploma'],['Diploma'],['7.33'],['6.63'],['6.39'],['6.43'],['7.21'],7.19,['6.86']
"UNIVERSITY OF MUMBAI 
",135,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280530,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,48,18,18,17,41,18,17,12,53,18,19,11,45,18,19,12,36,35,,,['Diploma'],['Diploma'],['7.30'],['7.56'],['7.89'],['8.46'],['7.07'],7.08,['7.56']
"UNIVERSITY OF MUMBAI 
",136,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280531,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,52,18,17,13,35,18,18,15,54,18,19,14,52,18,18,12,42,44,,,['5.78'],['5.59'],['5.85'],['6.19'],['6.29'],['6.29'],['6.68'],7.69,['6.30']
"UNIVERSITY OF MUMBAI 
",136,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280532,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,62,23,21,18,65,23,22,16,66,23,21,19,42,23,22,13,43,45,,,['Diploma'],['Diploma'],['7.04'],['7.22'],['6.93'],['7.61'],['8.46'],9.38,['7.77']
"UNIVERSITY OF MUMBAI 
",136,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280533,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,44,23,21,17,51,23,22,14,58,23,22,17,51,23,22,13,45,48,,,['5.08'],['5.09'],['5.11'],['4.85'],['7.11'],['7.25'],['7.71'],8.46,['6.33']
"UNIVERSITY OF MUMBAI 
",136,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280534,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,67,22,20,15,40,22,21,12,65,22,20,17,51,22,18,13,41,46,,,['Diploma'],['Diploma'],['5.59'],['6.52'],['6.64'],['7.04'],['8.04'],8.92,['7.13']
"UNIVERSITY OF MUMBAI 
",137,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280535,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,37,19,18,15,39,19,19,13,42,19,17,15,48,19,21,11,40,35,,,['5.22'],['5.56'],['5.19'],['5.93'],['5.96'],['6.61'],['6.46'],7.12,['6.01']
"UNIVERSITY OF MUMBAI 
",137,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280536,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,54,17,17,14,51,17,15,10,52,17,18,15,42,17,18,11,49,47,,,['Diploma'],['Diploma'],['6.78'],['6.41'],['6.14'],['6.61'],['7.75'],7.62,['6.89']
"UNIVERSITY OF MUMBAI 
",137,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280537,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,51,18,16,13,41,18,15,8,43,18,18,10,39,18,18,11,40,40,,,['Diploma'],['Diploma'],['5.52'],['5.70'],['4.86'],['5.18'],['6.32'],7.15,['5.79']
"UNIVERSITY OF MUMBAI 
",137,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280538,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,48,20,21,13,40,18,14,12,39,18,19,16,39,18,18,8,49,47,,,['Diploma'],['Diploma'],['7.19'],['6.96'],['7.00'],['6.75'],['7.07'],7.27,['7.04']
"UNIVERSITY OF MUMBAI 
",138,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280539,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,47,18,17,11,44,19,19,12,47,19,18,15,42,19,19,13,46,45,,,['6.26'],['6.56'],['6.19'],['5.22'],['6.29'],['6.21'],['6.18'],7.46,['6.30']
"UNIVERSITY OF MUMBAI 
",138,"['(INSTRUMENTATION', 'ENGINEERING)']",MAY 2018,['NAME:466:VCET'],"JULY 10, 2018",52280540,['ISE8042:POWER'],P,['ISC801'],['ISC802'],['ISC803'],['ELECTIVE-II'],['ISP805'],,41,16,18,11,38,14,15,11,54,14,15,15,44,16,19,13,48,46,,,['5.52'],['5.44'],['5.22'],['5.33'],['6.04'],['5.57'],['6.54'],7.04,['5.84']
